Unnamed: 0,O'Connell Street at Clerys,Grafton St at Card Gallery,Grafton St at M&S,O'Connell Street at Easons,Henry Street at Butlers,Grafton St at Korkys
11/04/2010 09:00,481,511,979,226,593,575
11/04/2010 10:00,739,1050,1910,536,1536,1427
11/04/2010 11:00,1033,2056,3395,730,2195,3390
11/04/2010 12:00,1832,3299,4416,1047,3133,5013
11/04/2010 13:00,2298,4928,3768,1283,4403,5511
11/04/2010 14:00,3295,7411,2539,1559,5102,4528
11/04/2010 15:00,3261,6542,4042,1602,4197,3441
11/04/2010 16:00,3792,4608,6448,1744,4449,2953
11/04/2010 17:00,2443,4594,5931,1543,4118,1504
11/04/2010 18:00,1921,3007,5207,1065,2658,1574
11/04/2010 19:00,1291,1671,3586,785,1389,944
11/04/2010 20:00,1307,1116,1478,560,820,757
11/04/2010 21:00,1040,1103,895,405,461,538
11/04/2010 22:00,1026,761,712,362,299,403
11/04/2010 23:00,541,511,439,225,178,213
12/04/2010 00:00,284,277,153,91,111,112
12/04/2010 01:00,79,165,107,50,55,115
12/04/2010 02:00,59,130,111,44,30,48
12/04/2010 03:00,66,66,55,58,57,91
12/04/2010 04:00,23,118,80,31,83,101
12/04/2010 05:00,81,253,326,21,197,300
12/04/2010 06:00,262,355,800,74,333,563
12/04/2010 07:00,679,637,2712,175,508,1367
12/04/2010 08:00,1419,1995,4109,414,1031,1900
12/04/2010 09:00,1631,2294,3785,532,1414,2406
12/04/2010 10:00,1689,2443,4395,967,3007,2075
12/04/2010 11:00,1663,2634,4347,1422,3962,3107
12/04/2010 12:00,2815,4135,5057,1399,4819,5001
12/04/2010 13:00,4270,8384,4038,1783,5728,4828
12/04/2010 14:00,4333,7101,3012,1810,5135,3773
12/04/2010 15:00,4256,4813,5435,1842,4864,2606
12/04/2010 16:00,5230,4153,6890,1834,4388,1844
12/04/2010 17:00,3915,5256,7837,1966,4093,1364
12/04/2010 18:00,2964,3214,6766,1399,2569,1398
12/04/2010 19:00,1284,1771,4357,874,911,1336
12/04/2010 20:00,1185,1464,2112,545,749,875
12/04/2010 21:00,1085,1549,1399,390,431,741
12/04/2010 22:00,874,1131,956,296,294,651
12/04/2010 23:00,683,654,582,205,188,293
13/04/2010 00:00,214,371,228,80,143,175
13/04/2010 01:00,100,207,137,44,102,110
13/04/2010 02:00,104,219,231,64,92,142
13/04/2010 03:00,126,315,299,58,100,97
13/04/2010 04:00,57,113,92,39,139,121
13/04/2010 05:00,90,194,314,55,321,300
13/04/2010 06:00,226,443,919,99,405,663
13/04/2010 07:00,675,894,2777,216,818,1590
13/04/2010 08:00,1326,1922,5181,589,1618,2188
13/04/2010 09:00,1460,1683,3341,676,2056,1843
13/04/2010 10:00,1532,1973,3047,867,2661,2441
13/04/2010 11:00,1651,2944,4034,1195,3416,4772
13/04/2010 12:00,2907,4594,5313,1595,4326,8993
13/04/2010 13:00,4732,8117,3318,2074,5057,6746
13/04/2010 14:00,4673,7590,2726,1769,4479,3584
13/04/2010 15:00,5525,4479,3133,1959,4576,2449
13/04/2010 16:00,6135,3372,4860,2012,5147,2117
13/04/2010 17:00,4782,5536,6962,2025,4902,937
13/04/2010 18:00,3470,3751,7247,1370,3516,1511
13/04/2010 19:00,1416,2057,5038,790,1956,1243
13/04/2010 20:00,1213,1451,2035,475,991,998
13/04/2010 21:00,1046,1413,1157,367,700,858
13/04/2010 22:00,906,1381,1077,286,488,672
13/04/2010 23:00,609,831,609,200,241,398
14/04/2010 00:00,232,525,253,78,71,225
14/04/2010 01:00,110,293,154,47,33,108
14/04/2010 02:00,71,196,186,39,53,155
14/04/2010 03:00,71,227,101,28,70,104
14/04/2010 04:00,35,108,56,18,76,133
14/04/2010 05:00,88,218,304,24,191,405
14/04/2010 06:00,260,427,920,100,381,666
14/04/2010 07:00,737,979,2904,220,707,1676
14/04/2010 08:00,1591,2178,5407,624,1302,2679
14/04/2010 09:00,1644,1937,5030,713,1818,2242
14/04/2010 10:00,1724,2071,4627,941,2949,2419
14/04/2010 11:00,2058,3054,6141,1223,3470,2963
14/04/2010 12:00,2530,4561,7102,1500,4670,5490
14/04/2010 13:00,3130,7191,6971,1940,5759,5424
14/04/2010 14:00,3238,5937,6419,1658,4829,3055
14/04/2010 15:00,4756,4943,4481,1699,4777,2194
14/04/2010 16:00,6448,3178,4760,1883,4818,2015
14/04/2010 17:00,5377,5086,6723,2069,4872,898
14/04/2010 18:00,3988,3800,7523,1719,3495,1589
14/04/2010 19:00,1512,2070,5460,935,1645,1444
14/04/2010 20:00,1323,1594,2451,579,898,1060
14/04/2010 21:00,1174,1584,1293,420,538,1153
14/04/2010 22:00,1154,1577,1249,334,333,805
14/04/2010 23:00,888,1251,791,244,227,579
15/04/2010 00:00,256,822,471,112,133,443
15/04/2010 01:00,142,523,305,79,80,243
15/04/2010 02:00,161,518,586,105,76,378
15/04/2010 03:00,146,398,422,110,63,198
15/04/2010 04:00,93,158,149,57,196,113
15/04/2010 05:00,92,221,327,54,277,389
15/04/2010 06:00,260,431,967,105,400,654
15/04/2010 07:00,686,952,2891,212,628,1644
15/04/2010 08:00,1474,2191,5677,517,1274,2597
15/04/2010 09:00,1552,2136,4602,594,1903,2024
15/04/2010 10:00,1720,2647,4828,791,2536,2312
15/04/2010 11:00,1827,2888,6178,1147,3622,2866
15/04/2010 12:00,2704,4509,7094,1767,4615,5987
15/04/2010 13:00,3282,7198,6936,2168,5730,5769
15/04/2010 14:00,3698,5979,6868,1931,5066,4245
15/04/2010 15:00,4104,6347,6451,1967,4870,4563
15/04/2010 16:00,4148,5951,7281,2253,5274,3668
15/04/2010 17:00,3157,6094,7536,2227,5752,2112
15/04/2010 18:00,2531,5584,8299,1773,4623,2138
15/04/2010 19:00,1712,3723,7224,1124,3025,2323
15/04/2010 20:00,1700,2788,4121,858,2000,1463
15/04/2010 21:00,1096,2155,1691,485,995,1138
15/04/2010 22:00,1109,1460,1271,346,519,835
15/04/2010 23:00,788,1711,1032,282,346,739
16/04/2010 00:00,334,822,474,119,204,268
16/04/2010 01:00,148,407,306,82,112,277
16/04/2010 02:00,206,450,486,65,68,304
16/04/2010 03:00,164,423,421,94,124,171
16/04/2010 04:00,65,231,169,29,118,252
16/04/2010 05:00,98,212,303,19,312,496
16/04/2010 06:00,75,432,866,72,436,697
16/04/2010 07:00,123,730,1895,182,764,1471
16/04/2010 08:00,539,1543,2020,455,1641,2337
16/04/2010 09:00,1296,1816,1358,572,2132,2204
16/04/2010 10:00,1456,1942,2881,1043,2690,3103
16/04/2010 11:00,1730,2288,4165,1241,3391,5079
16/04/2010 12:00,2954,4814,4870,1818,4665,9770
16/04/2010 13:00,4681,9066,3139,2215,6023,7373
16/04/2010 14:00,5130,9483,2645,2157,5190,3859
16/04/2010 15:00,5855,5571,3784,2217,5005,2944
16/04/2010 16:00,6961,4463,6167,2277,5200,2497
16/04/2010 17:00,5563,6656,7490,2114,4715,1203
16/04/2010 18:00,3790,5052,7636,1448,3730,1565
16/04/2010 19:00,1821,2691,5884,979,2776,1910
16/04/2010 20:00,1454,1991,3000,649,721,1342
16/04/2010 21:00,1204,2150,1727,472,441,1085
16/04/2010 22:00,1377,2233,1929,432,303,1357
16/04/2010 23:00,1007,2646,1828,310,191,1052
17/04/2010 00:00,444,1418,1098,200,223,590
17/04/2010 01:00,419,1071,1022,137,153,433
17/04/2010 02:00,239,893,1016,134,120,541
17/04/2010 03:00,270,996,1098,177,182,382
17/04/2010 04:00,113,582,632,47,90,237
17/04/2010 05:00,79,725,854,17,195,311
17/04/2010 06:00,41,393,696,60,229,302
17/04/2010 07:00,106,347,860,88,288,512
17/04/2010 08:00,400,691,1658,199,695,816
17/04/2010 09:00,657,1096,2585,368,1364,1404
17/04/2010 10:00,1243,2124,3753,1084,2698,2802
17/04/2010 11:00,1443,3957,5046,1598,3807,5747
17/04/2010 12:00,2349,5753,4607,1918,5632,8199
17/04/2010 13:00,3493,8702,3076,1906,6307,7475
17/04/2010 14:00,4279,11021,2273,2345,7074,6688
17/04/2010 15:00,4829,9200,4675,2659,7190,5460
17/04/2010 16:00,5676,7020,7787,2615,6748,3962
17/04/2010 17:00,4693,7735,7084,2199,6676,1613
17/04/2010 18:00,2627,4108,6321,1851,4490,1809
17/04/2010 19:00,1693,2291,4693,1175,2336,1498
17/04/2010 20:00,1356,1689,2526,611,1178,1132
17/04/2010 21:00,1245,1925,1636,485,847,1235
17/04/2010 22:00,1213,2191,1695,656,793,979
17/04/2010 23:00,1176,1909,1435,398,397,899
18/04/2010 00:00,775,1685,1079,297,206,690
18/04/2010 01:00,352,1062,981,269,153,497
18/04/2010 02:00,344,911,1103,230,130,608
18/04/2010 03:00,453,1118,1326,188,158,555
18/04/2010 04:00,159,413,391,56,68,126
18/04/2010 05:00,118,133,335,19,51,61
18/04/2010 06:00,133,120,351,36,91,135
18/04/2010 07:00,163,159,510,35,96,182
18/04/2010 08:00,257,265,764,70,111,268
18/04/2010 09:00,562,478,1391,225,597,613
18/04/2010 10:00,983,1176,2788,534,1547,1236
18/04/2010 11:00,1413,1687,4082,727,2211,2040
18/04/2010 12:00,2159,3077,5230,1042,3157,3198
18/04/2010 13:00,2727,4018,5481,1279,4436,4241
18/04/2010 14:00,3065,4966,5812,1555,5141,4703
18/04/2010 15:00,2830,5641,5940,1596,4228,4418
18/04/2010 16:00,2505,5592,6252,1738,4482,3438
18/04/2010 17:00,1956,4366,6353,1538,4149,1563
18/04/2010 18:00,1717,2396,4692,1062,2679,786
18/04/2010 19:00,1434,1217,3138,784,1399,836
18/04/2010 20:00,1323,981,1663,559,826,702
18/04/2010 21:00,1056,1029,885,405,464,446
18/04/2010 22:00,1048,664,632,362,301,307
18/04/2010 23:00,651,665,484,224,179,265
19/04/2010 00:00,313,311,207,96,107,152
19/04/2010 01:00,178,337,258,53,53,188
19/04/2010 02:00,152,200,157,46,29,116
19/04/2010 03:00,137,98,54,61,54,60
19/04/2010 04:00,58,106,41,32,80,155
19/04/2010 05:00,87,221,305,22,189,320
19/04/2010 06:00,250,402,712,78,319,628
19/04/2010 07:00,550,831,2750,185,487,1452
19/04/2010 08:00,1198,2044,5809,436,989,2140
19/04/2010 09:00,1318,2099,4433,560,1355,1975
19/04/2010 10:00,1458,2043,4729,1017,2882,2160
19/04/2010 11:00,1614,2203,5605,1496,3797,2380
19/04/2010 12:00,2258,3673,7046,1472,4619,5468
19/04/2010 13:00,3027,5951,7460,1876,5492,5039
19/04/2010 14:00,3225,4391,6150,1906,4922,2918
19/04/2010 15:00,3115,3938,6211,1938,4662,2931
19/04/2010 16:00,3524,3375,6933,1929,4206,2724
19/04/2010 17:00,2881,4469,8066,2068,3924,3062
19/04/2010 18:00,2374,2871,6581,1471,2464,1247
19/04/2010 19:00,1428,1427,3891,918,872,922
19/04/2010 20:00,1277,1135,2046,573,717,833
19/04/2010 21:00,957,1184,1024,410,413,628
19/04/2010 22:00,926,900,795,310,281,491
19/04/2010 23:00,684,639,477,217,180,250
20/04/2010 00:00,243,296,171,77,133,150
20/04/2010 01:00,131,193,161,42,94,127
20/04/2010 02:00,132,135,140,63,85,123
20/04/2010 03:00,153,122,97,57,92,65
20/04/2010 04:00,50,97,62,38,128,108
20/04/2010 05:00,83,181,210,53,298,371
20/04/2010 06:00,237,371,884,96,376,483
20/04/2010 07:00,659,852,2569,211,760,1355
20/04/2010 08:00,1408,1595,4658,575,1504,2143
20/04/2010 09:00,1602,1759,2640,661,1911,1855
20/04/2010 10:00,1827,2163,4186,847,2474,1942
20/04/2010 11:00,2092,2687,6287,1169,3176,2783
20/04/2010 12:00,2976,4296,7349,1560,4022,5998
20/04/2010 13:00,3972,6376,7471,2029,4702,5069
20/04/2010 14:00,3774,4907,6128,1731,4165,3474
20/04/2010 15:00,3687,3787,6603,1917,4255,3524
20/04/2010 16:00,4118,3989,7158,1969,4786,3779
20/04/2010 17:00,3570,5005,8169,1981,4558,3523
20/04/2010 18:00,2663,3523,6751,1340,3270,1983
20/04/2010 19:00,1699,1650,4629,773,1819,1162
20/04/2010 20:00,1309,1219,2268,463,922,833
20/04/2010 21:00,1043,1322,1042,357,651,806
20/04/2010 22:00,943,1104,766,278,453,737
20/04/2010 23:00,678,847,595,196,224,441
21/04/2010 00:00,223,519,273,75,58,205
21/04/2010 01:00,89,130,142,44,26,89
21/04/2010 02:00,94,155,175,37,42,100
21/04/2010 03:00,71,141,113,28,56,44
21/04/2010 04:00,37,142,50,17,60,210
21/04/2010 05:00,80,250,230,21,153,290
21/04/2010 06:00,232,378,935,95,308,597
21/04/2010 07:00,583,815,2616,208,571,1413
21/04/2010 08:00,1378,1701,4407,597,1052,2109
21/04/2010 09:00,1499,1669,2617,679,1469,1773
21/04/2010 10:00,1591,1784,1992,894,2385,2554
21/04/2010 11:00,1819,2185,4299,1166,2802,3907
21/04/2010 12:00,2609,3864,5450,1428,3775,8417
21/04/2010 13:00,3414,7856,4410,1848,4658,6182
21/04/2010 14:00,3169,6866,4066,1576,3904,3375
21/04/2010 15:00,3893,4494,6960,1617,3863,4010
21/04/2010 16:00,5345,4221,7554,1790,3897,4234
21/04/2010 17:00,3692,5285,8338,1965,3940,3960
21/04/2010 18:00,2620,3608,6980,1638,2827,2199
21/04/2010 19:00,1400,1732,4760,892,1328,1215
21/04/2010 20:00,1162,1230,2113,551,724,1092
21/04/2010 21:00,1000,1488,1236,399,434,780
21/04/2010 22:00,1045,975,912,319,269,619
21/04/2010 23:00,719,1063,741,232,183,569
22/04/2010 00:00,246,689,472,121,139,347
22/04/2010 01:00,143,361,310,86,84,235
22/04/2010 02:00,146,419,463,112,80,302
22/04/2010 03:00,132,334,284,118,66,211
22/04/2010 04:00,104,163,127,62,205,118
22/04/2010 05:00,89,184,236,58,291,230
22/04/2010 06:00,243,369,981,113,419,542
22/04/2010 07:00,625,905,2728,229,658,1981
22/04/2010 08:00,1399,2186,5643,559,1334,2387
22/04/2010 09:00,1439,1887,4262,643,1994,1780
22/04/2010 10:00,1618,1891,3198,856,2657,2446
22/04/2010 11:00,1794,2321,4554,1241,3795,3847
22/04/2010 12:00,2681,4319,6125,1911,4835,7534
22/04/2010 13:00,3301,8189,4555,2346,6003,6061
22/04/2010 14:00,3525,6748,4383,2090,5308,2993
22/04/2010 15:00,4040,4416,5067,2129,5102,2503
22/04/2010 16:00,4686,3790,7318,2438,5525,2781
22/04/2010 17:00,3268,5296,8153,2410,6026,1724
22/04/2010 18:00,2527,4891,8352,1918,4844,1754
22/04/2010 19:00,1697,3055,6826,1215,3170,1894
22/04/2010 20:00,1719,2229,3963,928,2094,1288
22/04/2010 21:00,1171,1918,1326,525,1042,967
22/04/2010 22:00,1140,1515,1283,374,543,770
22/04/2010 23:00,793,1183,765,305,362,525
23/04/2010 00:00,230,730,490,128,201,345
23/04/2010 01:00,191,405,387,88,111,166
23/04/2010 02:00,155,348,433,72,67,193
23/04/2010 03:00,116,334,347,102,122,182
23/04/2010 04:00,57,245,136,32,116,151
23/04/2010 05:00,84,250,278,21,307,363
23/04/2010 06:00,233,432,1048,78,430,696
23/04/2010 07:00,773,905,2633,198,753,1523
23/04/2010 08:00,1627,2331,5428,493,1618,2180
23/04/2010 09:00,1405,2461,4868,621,2102,1893
23/04/2010 10:00,1579,2210,5005,1133,2652,2663
23/04/2010 11:00,1754,3360,6142,1348,3343,4093
23/04/2010 12:00,2795,4967,6370,1976,4600,8188
23/04/2010 13:00,3791,8567,4472,2406,5939,6576
23/04/2010 14:00,3826,8584,4757,2345,5117,3824
23/04/2010 15:00,3191,6509,6617,2409,4935,4503
23/04/2010 16:00,2979,5832,7293,2474,5128,4948
23/04/2010 17:00,2859,6559,8121,2298,4649,3469
23/04/2010 18:00,2583,4635,7059,1574,3678,2252
23/04/2010 19:00,1670,2979,5610,1064,2737,1991
23/04/2010 20:00,1356,1956,3231,705,711,1278
23/04/2010 21:00,1299,2302,1633,512,435,1189
23/04/2010 22:00,1401,2298,1874,469,298,1299
23/04/2010 23:00,1070,2129,1492,337,188,1055
24/04/2010 00:00,513,1750,1231,210,214,625
24/04/2010 01:00,426,1199,1026,145,147,532
24/04/2010 02:00,291,913,1146,142,115,536
24/04/2010 03:00,239,1012,1043,187,175,397
24/04/2010 04:00,117,420,427,51,86,138
24/04/2010 05:00,59,203,267,18,187,197
24/04/2010 06:00,128,280,536,64,220,298
24/04/2010 07:00,288,347,801,93,277,411
24/04/2010 08:00,547,653,2115,209,668,982
24/04/2010 09:00,979,1344,3748,388,1311,1606
24/04/2010 10:00,1452,2433,5439,1143,2592,2649
24/04/2010 11:00,1708,4025,6099,1686,3657,4779
24/04/2010 12:00,2270,6024,6062,2024,5411,6289
24/04/2010 13:00,2506,7486,5116,2011,6061,7132
24/04/2010 14:00,2589,9771,4454,2474,6798,7293
24/04/2010 15:00,2897,10436,4746,2805,6910,8899
24/04/2010 16:00,2618,9922,4381,2759,6485,8573
24/04/2010 17:00,2757,7743,4615,2319,6415,4584
24/04/2010 18:00,2039,3928,5463,1953,4313,2320
24/04/2010 19:00,1504,2064,4219,1239,2244,1544
24/04/2010 20:00,1388,1768,2124,645,1131,1104
24/04/2010 21:00,1348,2001,1474,511,813,1212
24/04/2010 22:00,1485,2494,1727,692,761,1245
24/04/2010 23:00,1312,1901,1274,420,381,948
25/04/2010 00:00,607,1490,1089,329,206,783
25/04/2010 01:00,418,1302,969,300,153,507
25/04/2010 02:00,437,889,1129,257,130,588
25/04/2010 03:00,504,1285,1411,210,158,641
25/04/2010 04:00,128,519,469,63,68,153
25/04/2010 05:00,51,173,292,21,51,72
25/04/2010 06:00,86,117,358,40,91,171
25/04/2010 07:00,112,145,493,39,96,128
25/04/2010 08:00,205,257,842,78,111,247
25/04/2010 09:00,521,527,1555,251,598,670
25/04/2010 10:00,927,1167,2803,595,1550,1433
25/04/2010 11:00,1273,1852,3764,810,2216,2231
25/04/2010 12:00,1720,3473,4519,1160,3164,4069
25/04/2010 13:00,2046,4859,5012,1425,4445,4878
25/04/2010 14:00,2579,5801,5032,1733,5152,5211
25/04/2010 15:00,1826,5881,4959,1778,4237,3981
25/04/2010 16:00,1946,4575,5623,1937,4492,3738
25/04/2010 17:00,1967,4316,5306,1713,4158,2514
25/04/2010 18:00,2471,2405,3534,1182,2685,962
25/04/2010 19:00,1493,1389,2147,873,1402,603
25/04/2010 20:00,1329,928,1476,622,827,556
25/04/2010 21:00,1040,1100,749,450,465,522
25/04/2010 22:00,917,912,771,403,302,404
25/04/2010 23:00,557,699,500,250,179,269
26/04/2010 00:00,253,311,241,88,107,182
26/04/2010 01:00,119,241,176,50,53,82
26/04/2010 02:00,150,158,122,42,29,51
26/04/2010 03:00,62,86,105,56,54,68
26/04/2010 04:00,20,148,84,30,80,113
26/04/2010 05:00,82,181,268,20,190,326
26/04/2010 06:00,294,504,928,72,321,462
26/04/2010 07:00,668,829,2896,169,490,1595
26/04/2010 08:00,1551,2385,5272,401,994,2791
26/04/2010 09:00,1599,2351,4333,515,1362,1913
26/04/2010 10:00,1633,2037,4638,937,2899,2442
26/04/2010 11:00,2004,3024,5927,1376,3818,3042
26/04/2010 12:00,2461,4568,7005,1353,4645,5269
26/04/2010 13:00,2808,7146,7363,1726,5523,4974
26/04/2010 14:00,3070,4793,6096,1752,4950,2857
26/04/2010 15:00,3068,4193,5800,1783,4688,3226
26/04/2010 16:00,2625,4779,6581,1775,4230,4022
26/04/2010 17:00,2759,5419,7529,1903,3947,3899
26/04/2010 18:00,2420,3784,6371,1353,2479,1388
26/04/2010 19:00,1326,1789,4539,846,877,1111
26/04/2010 20:00,1179,1329,2542,527,722,997
26/04/2010 21:00,917,1661,1447,377,415,941
26/04/2010 22:00,928,1132,1035,285,283,662
26/04/2010 23:00,665,891,658,198,181,371
27/04/2010 00:00,233,503,340,74,136,277
27/04/2010 01:00,154,271,146,39,96,87
27/04/2010 02:00,92,160,191,59,87,116
27/04/2010 03:00,159,244,282,53,94,119
27/04/2010 04:00,44,212,105,35,132,218
27/04/2010 05:00,68,182,262,50,306,237
27/04/2010 06:00,210,430,996,90,386,599
27/04/2010 07:00,677,902,2792,199,781,1338
27/04/2010 08:00,1426,2399,5887,543,1546,2349
27/04/2010 09:00,1588,2285,4826,623,1965,2053
27/04/2010 10:00,1765,2257,4597,799,2543,2289
27/04/2010 11:00,1999,2669,5888,1103,3265,2877
27/04/2010 12:00,2370,4292,7112,1472,4135,5452
27/04/2010 13:00,2789,7426,6937,1913,4834,5015
27/04/2010 14:00,2581,5546,6230,1632,4282,3123
27/04/2010 15:00,2360,4245,6557,1807,4375,3293
27/04/2010 16:00,2536,4586,6995,1856,4920,3887
27/04/2010 17:00,2799,5737,7073,1868,4686,4708
27/04/2010 18:00,2068,4260,6615,1264,3361,2394
27/04/2010 19:00,1308,1980,4496,729,1870,1239
27/04/2010 20:00,1132,1341,2231,438,948,797
27/04/2010 21:00,1013,1395,1269,339,669,728
27/04/2010 22:00,1008,851,738,264,465,512
27/04/2010 23:00,576,859,529,185,230,375
28/04/2010 00:00,298,540,262,78,70,203
28/04/2010 01:00,125,176,136,48,32,50
28/04/2010 02:00,73,181,222,40,52,102
28/04/2010 03:00,105,174,117,28,69,115
28/04/2010 04:00,58,118,65,17,74,141
28/04/2010 05:00,69,255,259,24,188,377
28/04/2010 06:00,237,360,934,100,378,421
28/04/2010 07:00,717,861,2923,220,701,1630
28/04/2010 08:00,1454,2560,6050,628,1291,2217
28/04/2010 09:00,1514,1962,4585,716,1803,2093
28/04/2010 10:00,1657,2149,4383,942,2927,2300
28/04/2010 11:00,1883,2562,5851,1228,3437,3295
28/04/2010 12:00,2474,4584,6818,1503,4632,7303
28/04/2010 13:00,3140,8485,6296,1944,5716,5914
28/04/2010 14:00,2456,5187,7149,1658,4790,3741
28/04/2010 15:00,2463,4602,6888,1701,4741,3408
28/04/2010 16:00,3830,4325,7186,1883,4783,2678
28/04/2010 17:00,4439,5845,7747,2067,4834,4504
28/04/2010 18:00,2371,4708,7330,1724,3470,2841
28/04/2010 19:00,1564,2499,5387,939,1629,1477
28/04/2010 20:00,1070,1485,3332,580,887,958
28/04/2010 21:00,1299,1923,1753,420,532,971
28/04/2010 22:00,1234,1448,1492,335,330,776
28/04/2010 23:00,686,1240,1065,244,225,510
29/04/2010 00:00,303,689,580,111,142,287
29/04/2010 01:00,144,389,289,78,85,233
29/04/2010 02:00,104,379,448,103,81,206
29/04/2010 03:00,173,344,282,109,67,163
29/04/2010 04:00,46,203,138,57,209,167
29/04/2010 05:00,61,174,254,54,296,283
29/04/2010 06:00,220,421,1025,105,427,604
29/04/2010 07:00,708,1052,2824,211,671,1798
29/04/2010 08:00,1378,2228,4096,515,1360,2374
29/04/2010 09:00,1460,2288,3965,593,2033,1981
29/04/2010 10:00,1488,2141,3475,789,2709,2672
29/04/2010 11:00,1898,2834,6134,1145,3870,3177
29/04/2010 12:00,2288,4610,7020,1763,4931,6140
29/04/2010 13:00,3103,7289,6330,2163,6122,5853
29/04/2010 14:00,2702,5092,6777,1927,5413,3807
29/04/2010 15:00,2661,5069,6586,1964,5203,4375
29/04/2010 16:00,2920,5657,6972,2248,5635,4497
29/04/2010 17:00,2797,7000,7419,2222,6146,4693
29/04/2010 18:00,2312,6518,7935,1770,4940,3694
29/04/2010 19:00,1752,4481,6488,1122,3233,2305
29/04/2010 20:00,1480,2633,4935,857,2136,1363
29/04/2010 21:00,1177,2143,2087,485,1063,1043
29/04/2010 22:00,1102,1836,1831,346,554,903
29/04/2010 23:00,783,1360,1297,282,369,605
30/04/2010 00:00,388,981,770,118,209,352
30/04/2010 01:00,174,455,411,82,115,236
30/04/2010 02:00,188,385,463,65,69,226
30/04/2010 03:00,191,492,422,94,127,185
30/04/2010 04:00,73,218,185,29,121,168
30/04/2010 05:00,83,262,304,19,319,460
30/04/2010 06:00,264,459,899,72,447,570
30/04/2010 07:00,671,934,2554,183,783,1676
30/04/2010 08:00,1408,2185,5067,456,1682,2305
30/04/2010 09:00,1630,2112,4831,573,2186,1867
30/04/2010 10:00,1718,2388,5274,1045,2758,2510
30/04/2010 11:00,2295,3307,5521,1244,3477,3085
30/04/2010 12:00,2884,5236,6543,1823,4784,6119
30/04/2010 13:00,3367,7313,5487,2221,6177,6069
30/04/2010 14:00,4198,7940,4351,2165,5322,4732
30/04/2010 15:00,3009,5989,5024,2223,5133,4852
30/04/2010 16:00,3140,6363,6226,2285,5333,3789
30/04/2010 17:00,4916,6900,6782,2121,4836,4503
30/04/2010 18:00,2826,4654,4866,1453,3826,1314
30/04/2010 19:00,1526,2589,4849,982,2847,1333
30/04/2010 20:00,1423,1850,3502,651,739,1279
30/04/2010 21:00,1445,2090,1712,473,452,963
30/04/2010 22:00,1435,1825,1521,431,310,1056
30/04/2010 23:00,1083,1784,1545,309,196,911
01/05/2010 00:00,592,1522,1218,198,219,478
01/05/2010 01:00,400,965,876,136,150,363
01/05/2010 02:00,334,712,924,133,118,406
01/05/2010 03:00,236,704,822,175,179,388
01/05/2010 04:00,117,455,395,47,88,117
01/05/2010 05:00,62,228,317,17,191,176
01/05/2010 06:00,129,273,651,60,225,290
01/05/2010 07:00,252,369,988,87,283,407
01/05/2010 08:00,494,695,1711,197,683,883
01/05/2010 09:00,982,1373,3315,363,1340,1635
01/05/2010 10:00,1472,2516,5085,1070,2650,2760
01/05/2010 11:00,2008,3726,4742,1578,3739,2991
01/05/2010 12:00,2502,4480,3882,1895,5533,5382
01/05/2010 13:00,2860,5571,3528,1883,6196,6336
01/05/2010 14:00,3610,7271,3887,2315,6950,6098
01/05/2010 15:00,2965,8346,4545,2625,7064,6268
01/05/2010 16:00,2763,7517,6259,2582,6630,4204
01/05/2010 17:00,3731,7090,6408,2172,6559,2627
01/05/2010 18:00,4325,4837,5928,1828,4411,1171
01/05/2010 19:00,1877,2647,4479,1160,2294,1443
01/05/2010 20:00,1370,1643,3242,603,1156,1064
01/05/2010 21:00,1364,2011,1951,479,831,845
01/05/2010 22:00,1459,2214,2086,648,778,703
01/05/2010 23:00,1399,2039,1976,393,389,855
02/05/2010 00:00,709,1568,1156,296,205,442
02/05/2010 01:00,440,1033,988,269,152,353
02/05/2010 02:00,361,1082,1045,231,129,357
02/05/2010 03:00,417,1121,1202,189,157,323
02/05/2010 04:00,152,438,481,56,68,152
02/05/2010 05:00,60,158,364,19,51,190
02/05/2010 06:00,95,98,322,36,90,456
02/05/2010 07:00,147,196,466,35,96,200
02/05/2010 08:00,275,333,495,70,110,168
02/05/2010 09:00,741,508,961,226,596,361
02/05/2010 10:00,1105,1157,2596,535,1544,735
02/05/2010 11:00,1528,1979,2949,730,2207,2031
02/05/2010 12:00,1695,3732,3993,1044,3152,3317
02/05/2010 13:00,1769,4814,5258,1282,4430,4041
02/05/2010 14:00,1734,5206,4400,1558,5133,4947
02/05/2010 15:00,1972,6670,5085,1599,4222,5353
02/05/2010 16:00,1866,6705,5231,1742,4476,4281
02/05/2010 17:00,2032,5135,5691,1542,4142,3138
02/05/2010 18:00,2223,2837,4815,1064,2674,1106
02/05/2010 19:00,1446,1490,3286,786,1396,999
02/05/2010 20:00,1129,1099,2421,560,824,738
02/05/2010 21:00,992,1322,1294,405,463,570
02/05/2010 22:00,1175,1185,1251,363,300,696
02/05/2010 23:00,1042,1431,1323,224,178,657
03/05/2010 00:00,443,921,747,70,100,407
03/05/2010 01:00,251,625,577,39,49,253
03/05/2010 02:00,237,471,570,32,27,400
03/05/2010 03:00,326,714,753,43,51,335
03/05/2010 04:00,91,307,331,22,75,131
03/05/2010 05:00,56,125,232,15,178,76
03/05/2010 06:00,85,102,450,55,301,185
03/05/2010 07:00,127,218,659,133,461,261
03/05/2010 08:00,283,329,762,317,935,308
03/05/2010 09:00,429,607,1514,408,1282,816
