Unnamed: 0,O'Connell Street at Clerys,Grafton St at Card Gallery,Grafton St at M&S,O'Connell Street at Easons,Henry Street at Butlers,Grafton St at Korkys
03/05/2010 10:00,803,1308,2764,743,2728,1697
03/05/2010 11:00,1112,2575,4488,1092,3595,2681
03/05/2010 12:00,1399,4634,5118,1077,4373,4226
03/05/2010 13:00,1664,5557,5049,1374,5200,4692
03/05/2010 14:00,1882,7229,5294,1394,4660,4428
03/05/2010 15:00,2102,5900,5287,1419,4414,4174
03/05/2010 16:00,2253,5202,5835,1412,3982,3933
03/05/2010 17:00,2000,5717,5253,1514,3716,2534
03/05/2010 18:00,2219,2568,4463,1077,2333,566
03/05/2010 19:00,1011,1284,3197,674,826,867
03/05/2010 20:00,1111,946,2243,421,680,555
03/05/2010 21:00,924,809,885,301,391,455
03/05/2010 22:00,859,783,798,229,267,387
03/05/2010 23:00,507,530,496,159,171,222
04/05/2010 00:00,272,248,176,70,142,96
04/05/2010 01:00,137,123,70,37,101,175
04/05/2010 02:00,72,173,114,55,91,68
04/05/2010 03:00,95,135,105,50,99,105
04/05/2010 04:00,18,177,57,32,138,112
04/05/2010 05:00,64,163,264,46,321,371
04/05/2010 06:00,212,378,983,85,405,661
04/05/2010 07:00,634,900,2702,188,819,1481
04/05/2010 08:00,1080,2309,5125,515,1623,2425
04/05/2010 09:00,1290,1526,3919,593,2062,1815
04/05/2010 10:00,1640,1417,4571,760,2669,2722
04/05/2010 11:00,1993,2839,6045,1049,3427,2941
04/05/2010 12:00,2655,4819,7002,1402,4341,6174
04/05/2010 13:00,3039,7557,7041,1822,5075,5338
04/05/2010 14:00,2582,5787,6704,1555,4495,3923
04/05/2010 15:00,2712,5064,6657,1722,4593,3716
04/05/2010 16:00,2597,4838,6703,1768,5166,4239
04/05/2010 17:00,2792,6121,7398,1779,4919,4111
04/05/2010 18:00,2203,3756,6622,1205,3529,2284
04/05/2010 19:00,1329,2030,4564,695,1963,1398
04/05/2010 20:00,1056,1272,2444,418,995,879
04/05/2010 21:00,1045,1354,1119,323,703,824
04/05/2010 22:00,839,1125,1064,252,489,657
04/05/2010 23:00,560,1087,872,177,241,342
05/05/2010 00:00,217,479,297,68,68,233
05/05/2010 01:00,69,264,128,42,31,175
05/05/2010 02:00,93,205,184,33,51,205
05/05/2010 03:00,80,205,126,24,67,114
05/05/2010 04:00,24,168,72,14,73,244
05/05/2010 05:00,72,211,254,20,184,259
05/05/2010 06:00,389,570,801,88,370,1137
05/05/2010 07:00,1028,984,2063,195,688,1824
05/05/2010 08:00,2050,2461,3570,559,1269,3244
05/05/2010 09:00,2062,2135,3024,638,1772,1998
05/05/2010 10:00,1935,1969,3102,841,2876,2086
05/05/2010 11:00,2046,2372,4138,1095,3381,2469
05/05/2010 12:00,2852,4116,4794,1344,4555,4243
05/05/2010 13:00,3827,6322,6451,1738,5619,4587
05/05/2010 14:00,2922,4956,6509,1483,4710,3468
05/05/2010 15:00,2879,4604,6617,1521,4661,3434
05/05/2010 16:00,3351,4321,6833,1684,4701,3525
05/05/2010 17:00,3295,5744,7387,1850,4752,2549
05/05/2010 18:00,4358,3718,6275,1540,3411,1119
05/05/2010 19:00,1650,2338,5288,839,1603,1350
05/05/2010 20:00,1227,1331,3162,519,874,1075
05/05/2010 21:00,1073,1529,1362,377,524,963
05/05/2010 22:00,998,1358,1428,299,324,713
05/05/2010 23:00,696,1166,918,218,221,453
06/05/2010 00:00,268,468,305,102,138,254
06/05/2010 01:00,143,318,165,71,83,212
06/05/2010 02:00,137,329,256,93,79,251
06/05/2010 03:00,150,183,148,97,65,197
06/05/2010 04:00,81,206,112,50,203,291
06/05/2010 05:00,80,187,278,47,288,409
06/05/2010 06:00,241,464,807,93,415,696
06/05/2010 07:00,673,1011,2018,189,652,1373
06/05/2010 08:00,1417,2308,4512,463,1322,2566
06/05/2010 09:00,1483,2047,4380,532,1976,2003
06/05/2010 10:00,1608,2173,4538,709,2634,2282
06/05/2010 11:00,1839,3177,6043,1029,3762,2949
06/05/2010 12:00,2558,4815,7097,1587,4794,5178
06/05/2010 13:00,3229,7081,7547,1950,5952,5515
06/05/2010 14:00,3309,5677,6755,1736,5263,3938
06/05/2010 15:00,3602,5422,6524,1769,5059,4624
06/05/2010 16:00,3919,5795,6919,2025,5479,3548
06/05/2010 17:00,3075,6267,4615,2001,5975,2842
06/05/2010 18:00,2456,5542,6753,1595,4803,2140
06/05/2010 19:00,1720,4235,6766,1011,3143,2553
06/05/2010 20:00,1633,2743,4988,772,2076,1460
06/05/2010 21:00,1148,2029,1788,437,1033,1013
06/05/2010 22:00,1117,1696,1615,312,538,885
06/05/2010 23:00,788,1322,1174,253,359,672
07/05/2010 00:00,515,970,681,105,204,312
07/05/2010 01:00,173,349,339,71,112,174
07/05/2010 02:00,193,253,304,57,68,204
07/05/2010 03:00,214,373,214,83,124,206
07/05/2010 04:00,88,207,74,25,118,209
07/05/2010 05:00,91,233,241,16,312,499
07/05/2010 06:00,339,580,782,64,437,666
07/05/2010 07:00,805,858,1946,163,766,1421
07/05/2010 08:00,1259,1955,4101,408,1647,2331
07/05/2010 09:00,1533,2269,4213,514,2140,2014
07/05/2010 10:00,1759,2401,4872,938,2700,2377
07/05/2010 11:00,2045,3625,6386,1117,3403,3407
07/05/2010 12:00,2565,5402,7020,1640,4684,6003
07/05/2010 13:00,3009,7798,6789,1997,6048,5763
07/05/2010 14:00,3218,6223,6625,1946,5211,4777
07/05/2010 15:00,3604,6287,6333,2000,5025,3059
07/05/2010 16:00,5301,5234,7301,2054,5222,3072
07/05/2010 17:00,7415,6926,5082,1907,4734,1762
07/05/2010 18:00,4890,5219,7221,1307,3745,1544
07/05/2010 19:00,1553,2657,5406,884,2786,1564
07/05/2010 20:00,1499,1891,3947,586,723,1302
07/05/2010 21:00,1315,2128,2135,425,442,1110
07/05/2010 22:00,1485,1983,1948,390,303,1075
07/05/2010 23:00,1492,2057,1747,280,191,1038
08/05/2010 00:00,721,1591,1227,176,218,573
08/05/2010 01:00,395,1241,991,120,150,489
08/05/2010 02:00,296,888,1021,118,117,542
08/05/2010 03:00,353,999,1062,156,178,392
08/05/2010 04:00,101,391,376,41,88,142
08/05/2010 05:00,64,193,325,14,191,198
08/05/2010 06:00,158,314,623,53,224,446
08/05/2010 07:00,268,344,807,77,282,396
08/05/2010 08:00,556,722,1947,176,682,902
08/05/2010 09:00,785,1292,2232,325,1338,1508
08/05/2010 10:00,1275,2347,2785,961,2646,3028
08/05/2010 11:00,1560,4107,4442,1417,3734,5718
08/05/2010 12:00,2715,5828,3656,1705,5526,7502
08/05/2010 13:00,3660,8761,3120,1694,6189,7215
08/05/2010 14:00,4729,10381,2477,2081,6941,5334
08/05/2010 15:00,5026,8649,4051,2363,7055,4283
08/05/2010 16:00,5995,6692,6711,2324,6622,3554
08/05/2010 17:00,6732,7913,4142,1954,6551,2850
08/05/2010 18:00,5202,5012,4977,1645,4405,2377
08/05/2010 19:00,1235,2389,4728,1044,2292,1755
08/05/2010 20:00,1255,1594,3615,544,1155,1564
08/05/2010 21:00,1244,1856,1937,431,830,1309
08/05/2010 22:00,1698,2307,2139,583,777,1070
08/05/2010 23:00,1356,2025,1710,354,389,904
09/05/2010 00:00,570,1602,1156,269,205,663
09/05/2010 01:00,359,1161,1060,245,152,515
09/05/2010 02:00,362,1320,1248,208,129,613
09/05/2010 03:00,423,1295,1430,170,157,401
09/05/2010 04:00,106,477,455,50,68,138
09/05/2010 05:00,72,130,248,16,51,57
09/05/2010 06:00,82,94,336,32,90,133
09/05/2010 07:00,119,210,553,30,96,166
09/05/2010 08:00,209,265,732,62,110,210
09/05/2010 09:00,381,553,1011,203,597,633
09/05/2010 10:00,653,1196,2284,484,1547,1432
09/05/2010 11:00,930,2135,3685,660,2211,3172
09/05/2010 12:00,1342,3418,4438,947,3158,4887
09/05/2010 13:00,1870,5521,4678,1163,4438,5088
09/05/2010 14:00,2430,6842,3701,1414,5143,4023
09/05/2010 15:00,2600,6603,4419,1451,4230,4366
09/05/2010 16:00,2211,5564,6436,1580,4484,4159
09/05/2010 17:00,1577,4493,5867,1399,4150,3217
09/05/2010 18:00,1585,2828,4729,966,2680,1501
09/05/2010 19:00,1215,1271,2954,713,1399,897
09/05/2010 20:00,1008,945,2041,509,825,742
09/05/2010 21:00,882,1007,992,369,464,494
09/05/2010 22:00,877,815,798,330,301,365
09/05/2010 23:00,508,525,473,202,178,177
10/05/2010 00:00,252,251,170,77,104,106
10/05/2010 01:00,143,207,132,43,51,147
10/05/2010 02:00,123,139,140,36,28,52
10/05/2010 03:00,66,110,98,48,53,85
10/05/2010 04:00,83,166,68,25,78,150
10/05/2010 05:00,34,153,222,17,185,273
10/05/2010 06:00,71,349,964,62,313,628
10/05/2010 07:00,187,840,1792,149,479,1541
10/05/2010 08:00,541,2135,4047,353,972,2191
10/05/2010 09:00,1474,1993,3654,454,1333,1923
10/05/2010 10:00,1828,1957,3783,826,2836,1855
10/05/2010 11:00,2133,2847,5326,1210,3736,2092
10/05/2010 12:00,2578,3777,5340,1199,4546,4943
10/05/2010 13:00,3045,6860,6344,1528,5407,4497
10/05/2010 14:00,2362,4699,6451,1552,4845,3197
10/05/2010 15:00,2456,4466,6621,1579,4589,3319
10/05/2010 16:00,2386,4352,6781,1572,4140,3927
10/05/2010 17:00,2436,5170,7611,1685,3863,3587
10/05/2010 18:00,1946,3341,6263,1199,2426,1994
10/05/2010 19:00,1295,1648,4000,749,858,1033
10/05/2010 20:00,1170,1053,2574,468,706,791
10/05/2010 21:00,941,1089,1360,335,406,771
10/05/2010 22:00,1009,1080,956,254,277,558
10/05/2010 23:00,582,759,702,176,177,293
11/05/2010 00:00,261,403,291,69,137,150
11/05/2010 01:00,132,160,141,36,97,180
11/05/2010 02:00,117,197,134,54,87,128
11/05/2010 03:00,56,212,158,48,95,88
11/05/2010 04:00,39,107,49,32,132,131
11/05/2010 05:00,45,146,292,45,308,285
11/05/2010 06:00,226,375,1012,83,389,558
11/05/2010 07:00,539,817,2289,184,786,1241
11/05/2010 08:00,1175,1782,4065,504,1557,1907
11/05/2010 09:00,1210,1898,2183,579,1979,1956
11/05/2010 10:00,1242,1507,1829,743,2562,2683
11/05/2010 11:00,1580,3504,4673,1025,3289,3156
11/05/2010 12:00,2478,5715,6768,1371,4167,5789
11/05/2010 13:00,3224,7333,7623,1782,4871,5104
11/05/2010 14:00,2691,5072,6153,1520,4315,3043
11/05/2010 15:00,2710,4628,5815,1684,4408,2876
11/05/2010 16:00,2832,5434,6689,1729,4958,3662
11/05/2010 17:00,3021,4507,5102,1740,4722,3143
11/05/2010 18:00,2752,3405,5420,1177,3386,1801
11/05/2010 19:00,1496,1930,4004,680,1884,1414
11/05/2010 20:00,1509,1257,1915,409,955,878
11/05/2010 21:00,988,1072,1123,316,674,814
11/05/2010 22:00,1149,1189,921,247,469,670
11/05/2010 23:00,619,892,601,173,231,458
12/05/2010 00:00,282,570,215,67,67,219
12/05/2010 01:00,89,190,127,40,29,130
12/05/2010 02:00,73,255,223,33,49,116
12/05/2010 03:00,66,258,200,23,65,171
12/05/2010 04:00,34,161,84,14,70,242
12/05/2010 05:00,35,196,314,20,178,177
12/05/2010 06:00,121,404,1003,86,359,613
12/05/2010 07:00,275,796,2399,192,667,1567
12/05/2010 08:00,690,2079,4401,551,1231,2352
12/05/2010 09:00,1322,2068,3592,629,1719,2172
12/05/2010 10:00,1807,2540,4375,828,2790,2669
12/05/2010 11:00,2034,3276,5572,1079,3278,2871
12/05/2010 12:00,2686,5364,6001,1324,4419,6770
12/05/2010 13:00,3382,8541,6105,1713,5452,6160
12/05/2010 14:00,3608,6601,5332,1461,4570,3642
12/05/2010 15:00,3601,5867,5451,1499,4522,3857
12/05/2010 16:00,3757,4740,6982,1659,4562,3509
12/05/2010 17:00,3865,6517,7935,1822,4611,3889
12/05/2010 18:00,3715,4621,6966,1518,3310,2105
12/05/2010 19:00,1524,2162,4927,827,1555,1334
12/05/2010 20:00,1255,1381,3310,511,847,1028
12/05/2010 21:00,1035,1429,1654,371,508,942
12/05/2010 22:00,1337,1931,1839,296,314,1013
12/05/2010 23:00,829,1736,1341,216,214,924
13/05/2010 00:00,366,839,549,102,139,332
13/05/2010 01:00,221,411,358,71,84,253
13/05/2010 02:00,160,541,636,94,80,435
13/05/2010 03:00,101,600,530,99,66,226
13/05/2010 04:00,41,266,210,51,205,157
13/05/2010 05:00,59,183,312,48,291,363
13/05/2010 06:00,212,400,1031,95,420,677
13/05/2010 07:00,630,937,2688,193,660,1582
13/05/2010 08:00,1292,2166,4864,473,1338,1517
13/05/2010 09:00,1462,1967,3149,544,2001,2120
13/05/2010 10:00,1684,3014,4598,725,2666,2437
13/05/2010 11:00,2007,3518,5984,1052,3809,3760
13/05/2010 12:00,2609,5859,6935,1623,4854,6449
13/05/2010 13:00,2933,8433,7173,1992,6026,5986
13/05/2010 14:00,2748,5734,6806,1774,5329,4696
13/05/2010 15:00,2617,5799,6575,1808,5122,4441
13/05/2010 16:00,2920,6372,7091,2069,5547,5083
13/05/2010 17:00,2951,7449,5885,2046,6050,5721
13/05/2010 18:00,2259,6307,7481,1629,4862,3714
13/05/2010 19:00,1687,3928,6460,1033,3182,2377
13/05/2010 20:00,1505,2535,4584,789,2102,1175
13/05/2010 21:00,1402,1604,1260,448,1046,940
13/05/2010 22:00,1300,1375,1400,316,545,752
13/05/2010 23:00,909,1228,920,259,363,547
14/05/2010 00:00,443,789,499,103,204,332
14/05/2010 01:00,172,455,317,71,112,286
14/05/2010 02:00,144,322,403,57,68,221
14/05/2010 03:00,248,411,408,82,124,259
14/05/2010 04:00,63,277,171,25,118,193
14/05/2010 05:00,57,190,335,16,312,306
14/05/2010 06:00,263,432,994,63,438,566
14/05/2010 07:00,722,784,2198,161,767,1357
14/05/2010 08:00,1291,2051,4331,404,1649,1817
14/05/2010 09:00,1395,2566,3731,509,2142,2517
14/05/2010 10:00,2033,2795,4481,930,2703,2921
14/05/2010 11:00,2411,4109,5520,1107,3407,4261
14/05/2010 12:00,2786,6082,6188,1626,4690,7447
14/05/2010 13:00,3435,9039,6224,1980,6056,6762
14/05/2010 14:00,3295,7961,5705,1929,5218,4630
14/05/2010 15:00,3107,7636,5905,1983,5032,5367
14/05/2010 16:00,3092,7552,6449,2037,5229,6603
14/05/2010 17:00,3465,7808,5495,1890,4740,4472
14/05/2010 18:00,2959,4824,6339,1296,3750,2198
14/05/2010 19:00,2220,2720,3949,876,2790,1285
14/05/2010 20:00,1863,2031,3797,581,724,1182
14/05/2010 21:00,1398,1859,2062,422,443,1235
14/05/2010 22:00,1653,2547,2268,387,303,1168
14/05/2010 23:00,1240,2477,1920,277,191,1106
15/05/2010 00:00,786,1946,1507,183,217,702
15/05/2010 01:00,412,1213,1073,124,149,563
15/05/2010 02:00,348,873,1146,120,116,605
15/05/2010 03:00,278,1071,1232,159,177,388
15/05/2010 04:00,82,385,388,42,87,101
15/05/2010 05:00,34,167,306,14,189,206
15/05/2010 06:00,66,298,602,53,223,347
15/05/2010 07:00,174,376,980,78,280,398
15/05/2010 08:00,553,695,2018,179,677,900
15/05/2010 09:00,876,1376,3445,331,1329,1656
15/05/2010 10:00,1344,2705,4211,978,2629,2996
15/05/2010 11:00,1887,4833,5884,1443,3710,5160
15/05/2010 12:00,2396,7166,4937,1734,5491,6852
15/05/2010 13:00,2988,8948,4846,1722,6149,7413
15/05/2010 14:00,3344,9697,3934,2119,6897,6921
15/05/2010 15:00,2971,10832,4210,2403,7010,7742
15/05/2010 16:00,3341,9337,5581,2364,6580,5509
15/05/2010 17:00,4548,8978,6656,1988,6509,2889
15/05/2010 18:00,3979,6338,5898,1674,4377,1724
15/05/2010 19:00,1883,3410,4809,1063,2277,1547
15/05/2010 20:00,1439,1666,3702,553,1147,1146
15/05/2010 21:00,1312,1637,2192,439,824,1359
15/05/2010 22:00,1711,2490,2513,594,772,1318
15/05/2010 23:00,1098,2082,1843,361,386,1023
16/05/2010 00:00,625,1652,1133,276,205,540
16/05/2010 01:00,430,1464,1269,249,152,497
16/05/2010 02:00,339,1240,1610,213,129,857
16/05/2010 03:00,404,2023,2058,174,157,565
16/05/2010 04:00,140,632,690,51,68,126
16/05/2010 05:00,58,163,260,17,51,56
16/05/2010 06:00,40,134,371,32,90,153
16/05/2010 07:00,77,175,436,31,96,152
16/05/2010 08:00,153,252,779,63,110,283
16/05/2010 09:00,471,580,1280,209,597,546
16/05/2010 10:00,737,1385,2572,497,1547,1443
16/05/2010 11:00,1103,2319,4684,676,2211,2430
16/05/2010 12:00,1449,3895,5314,977,3159,3324
16/05/2010 13:00,1583,5255,5566,1193,4438,4059
16/05/2010 14:00,1960,6425,5085,1450,5143,4207
16/05/2010 15:00,2556,7356,4470,1488,4230,4601
16/05/2010 16:00,2984,6737,6069,1621,4485,3171
16/05/2010 17:00,2254,6544,5800,1435,4150,3336
16/05/2010 18:00,2412,3795,5283,991,2679,953
16/05/2010 19:00,1559,2280,4073,732,1399,1326
16/05/2010 20:00,1405,1180,2528,522,825,756
16/05/2010 21:00,986,1013,1278,378,464,527
16/05/2010 22:00,1054,1035,1065,338,301,442
16/05/2010 23:00,636,721,661,209,178,223
17/05/2010 00:00,349,332,284,85,111,96
17/05/2010 01:00,189,213,172,45,54,91
17/05/2010 02:00,188,118,114,39,29,67
17/05/2010 03:00,167,103,69,52,55,32
17/05/2010 04:00,70,120,52,27,82,147
17/05/2010 05:00,63,167,286,18,197,268
17/05/2010 06:00,166,412,1057,67,333,617
17/05/2010 07:00,362,907,2618,161,509,1452
17/05/2010 08:00,875,1907,4677,383,1036,1572
17/05/2010 09:00,1292,1618,2355,492,1419,1437
17/05/2010 10:00,1573,1934,3516,896,3022,1983
17/05/2010 11:00,1936,3130,5906,1319,3981,3052
17/05/2010 12:00,2377,5089,6869,1299,4844,5154
17/05/2010 13:00,2775,7736,7268,1656,5760,4989
17/05/2010 14:00,2700,6013,6344,1681,5162,3342
17/05/2010 15:00,2816,5265,6538,1711,4889,2322
17/05/2010 16:00,2682,4520,7117,1703,4411,2134
17/05/2010 17:00,2656,5200,6588,1826,4117,1886
17/05/2010 18:00,2431,3662,6347,1299,2585,1421
17/05/2010 19:00,1341,1853,4274,812,914,1078
17/05/2010 20:00,1277,1173,3006,507,753,747
17/05/2010 21:00,1027,1229,1486,363,433,667
17/05/2010 22:00,1033,1258,960,276,295,422
17/05/2010 23:00,647,887,818,191,189,397
18/05/2010 00:00,255,569,330,70,138,163
18/05/2010 01:00,141,265,202,37,98,137
18/05/2010 02:00,93,261,318,55,88,213
18/05/2010 03:00,103,377,326,50,96,146
18/05/2010 04:00,33,128,81,33,134,211
18/05/2010 05:00,59,165,302,47,311,235
18/05/2010 06:00,216,463,1054,85,393,590
18/05/2010 07:00,616,875,2599,190,795,1156
18/05/2010 08:00,1227,2524,5274,520,1575,2137
18/05/2010 09:00,1362,2066,4608,597,2002,1713
18/05/2010 10:00,1549,2374,4529,766,2591,1973
18/05/2010 11:00,1857,3027,6008,1058,3327,2808
18/05/2010 12:00,2502,4540,6655,1414,4215,5331
18/05/2010 13:00,3018,7898,6623,1838,4927,5219
18/05/2010 14:00,2619,4681,6736,1568,4365,3301
18/05/2010 15:00,2595,4673,6837,1736,4459,3199
18/05/2010 16:00,2656,4964,7044,1783,5015,3992
18/05/2010 17:00,2871,6073,7379,1795,4776,4524
18/05/2010 18:00,2341,4330,6518,1215,3426,2323
18/05/2010 19:00,1377,2171,3492,701,1905,1144
18/05/2010 20:00,1232,1287,2073,421,966,1246
18/05/2010 21:00,1015,1172,1207,326,682,904
18/05/2010 22:00,998,1182,1102,255,474,779
18/05/2010 23:00,585,1279,809,179,234,546
19/05/2010 00:00,338,735,311,74,73,232
19/05/2010 01:00,181,294,165,44,31,206
19/05/2010 02:00,95,345,314,36,53,231
19/05/2010 03:00,87,366,307,26,71,222
19/05/2010 04:00,36,224,97,15,76,266
19/05/2010 05:00,76,219,309,21,194,272
19/05/2010 06:00,242,481,993,94,392,616
19/05/2010 07:00,745,1026,2277,209,729,1390
19/05/2010 08:00,1423,2190,4716,598,1344,1761
19/05/2010 09:00,1579,2095,4327,682,1877,1662
19/05/2010 10:00,1781,2324,4758,898,3048,2305
19/05/2010 11:00,2093,2774,6120,1171,3582,3121
19/05/2010 12:00,2774,4871,7301,1436,4828,6114
19/05/2010 13:00,3139,7617,7203,1857,5957,5676
19/05/2010 14:00,2877,5644,6732,1584,4993,4063
19/05/2010 15:00,3095,5197,6576,1625,4941,3637
19/05/2010 16:00,3463,4530,6365,1800,4985,4098
19/05/2010 17:00,4200,6674,6115,1975,5038,1586
19/05/2010 18:00,3522,4467,5816,1646,3617,2523
19/05/2010 19:00,1670,2555,5192,897,1699,1487
19/05/2010 20:00,1227,1603,3596,554,926,1160
19/05/2010 21:00,944,1500,1479,402,555,1092
19/05/2010 22:00,1168,1577,1354,319,343,887
19/05/2010 23:00,714,1277,1013,232,235,673
20/05/2010 00:00,317,886,561,112,146,336
20/05/2010 01:00,148,590,394,78,88,277
20/05/2010 02:00,95,463,540,102,84,286
20/05/2010 03:00,112,415,484,107,69,208
20/05/2010 04:00,48,254,179,56,215,185
20/05/2010 05:00,69,176,301,52,306,296
20/05/2010 06:00,246,455,1065,103,442,638
20/05/2010 07:00,665,990,2537,209,695,1426
20/05/2010 08:00,1514,2287,4751,512,1410,1962
20/05/2010 09:00,1507,2296,4731,589,2108,2101
20/05/2010 10:00,2030,2690,5169,785,2810,2701
20/05/2010 11:00,2183,3299,6366,1139,4014,3475
20/05/2010 12:00,2473,4984,7010,1758,5117,6063
20/05/2010 13:00,2963,7816,7114,2157,6353,5913
20/05/2010 14:00,2854,6187,6121,1921,5618,3993
20/05/2010 15:00,2944,4938,6522,1957,5400,3466
20/05/2010 16:00,3931,4938,7512,2240,5847,3301
20/05/2010 17:00,4671,6857,7709,2215,6378,2293
20/05/2010 18:00,3948,6215,7285,1764,5126,2182
20/05/2010 19:00,1780,4272,6966,1118,3355,2097
20/05/2010 20:00,1581,2792,5426,854,2216,1420
20/05/2010 21:00,1162,1714,2673,485,1103,1083
20/05/2010 22:00,1171,2091,2045,344,574,915
20/05/2010 23:00,885,1771,1593,281,383,752
21/05/2010 00:00,455,1126,965,113,212,417
21/05/2010 01:00,208,603,544,78,117,218
21/05/2010 02:00,200,404,531,63,70,254
21/05/2010 03:00,176,521,517,89,129,201
21/05/2010 04:00,52,262,233,26,123,203
21/05/2010 05:00,121,183,324,17,326,292
21/05/2010 06:00,273,375,1142,67,457,631
21/05/2010 07:00,745,894,2495,173,802,1666
21/05/2010 08:00,1316,2139,5142,435,1723,2422
21/05/2010 09:00,1435,1634,3137,547,2240,2469
21/05/2010 10:00,1670,2000,4022,999,2826,3116
21/05/2010 11:00,1962,3734,6071,1189,3562,4342
21/05/2010 12:00,2999,5581,6869,1746,4903,8193
21/05/2010 13:00,3763,9158,5014,2124,6331,8125
21/05/2010 14:00,3615,7636,4917,2070,5455,4995
21/05/2010 15:00,4513,6626,5662,2129,5261,4027
21/05/2010 16:00,5246,4919,7318,2186,5467,3504
21/05/2010 17:00,5331,7635,7443,2031,4956,2360
21/05/2010 18:00,4388,5457,6840,1392,3921,2187
21/05/2010 19:00,1846,3132,5539,941,2917,1758
21/05/2010 20:00,1483,2082,4206,624,757,1337
21/05/2010 21:00,1282,1764,2749,454,463,1303
21/05/2010 22:00,1371,2613,2596,414,317,1384
21/05/2010 23:00,1394,2602,2292,297,199,1129
22/05/2010 00:00,816,2047,1583,191,225,752
22/05/2010 01:00,447,1342,1215,131,154,520
22/05/2010 02:00,332,903,1184,127,121,562
22/05/2010 03:00,331,1045,1257,168,184,417
22/05/2010 04:00,102,480,397,44,89,101
22/05/2010 05:00,40,202,285,14,196,197
22/05/2010 06:00,130,308,611,56,231,314
22/05/2010 07:00,315,361,846,82,290,442
22/05/2010 08:00,582,737,1745,188,703,899
22/05/2010 09:00,932,1428,2924,348,1380,1687
22/05/2010 10:00,1574,2890,4410,1029,2731,3379
22/05/2010 11:00,1782,5266,5530,1518,3855,5902
22/05/2010 12:00,2484,7361,5127,1826,5706,7824
22/05/2010 13:00,3460,9747,4245,1815,6391,8193
22/05/2010 14:00,3239,11207,3655,2232,7168,6945
22/05/2010 15:00,3904,10781,4827,2531,7286,5620
22/05/2010 16:00,4256,8067,7155,2489,6838,4188
22/05/2010 17:00,4373,7540,6362,2092,6764,1687
22/05/2010 18:00,4542,4535,5077,1762,4549,1362
22/05/2010 19:00,1814,2750,5004,1119,2366,1638
22/05/2010 20:00,1400,1774,3686,582,1192,1103
22/05/2010 21:00,1305,1544,2667,462,857,1434
22/05/2010 22:00,1957,2930,3010,625,802,1282
22/05/2010 23:00,1678,2833,2880,378,401,1175
23/05/2010 00:00,817,2216,1762,280,205,800
23/05/2010 01:00,526,1587,1538,254,152,671
23/05/2010 02:00,400,1175,1623,218,129,705
23/05/2010 03:00,475,1453,1701,178,157,600
23/05/2010 04:00,157,637,710,52,68,145
