Date and Time,O'Connell St Outside Clerys,O'Connell St Outside Pennys,Grafton Street,Henry Street
19/07/2008 15:00,5425,9185,11857,7413
19/07/2008 16:00,4733,9501,10715,7433
19/07/2008 17:00,5282,8193,9572,6914
19/07/2008 18:00,6088,5541,6514,4383
19/07/2008 19:00,3094,3696,3356,1814
19/07/2008 20:00,2444,2360,2262,911
19/07/2008 21:00,1835,1258,2107,660
19/07/2008 22:00,2511,198,2412,622
19/07/2008 23:00,2084,77,1979,423
20/07/2008 00:00,1020,48,1541,253
20/07/2008 01:00,565,26,1190,145
20/07/2008 02:00,498,50,1017,127
20/07/2008 03:00,596,362,1571,243
20/07/2008 04:00,321,425,1017,97
20/07/2008 05:00,83,80,249,28
20/07/2008 06:00,123,116,195,139
20/07/2008 07:00,227,148,259,389
20/07/2008 08:00,361,280,349,274
20/07/2008 09:00,716,870,616,513
20/07/2008 10:00,1439,1764,1463,1062
20/07/2008 11:00,1823,3496,3133,2075
20/07/2008 12:00,2758,5326,5308,3359
20/07/2008 13:00,3779,6044,6908,3935
20/07/2008 14:00,4732,7350,7559,4969
20/07/2008 15:00,4520,6968,7969,5035
20/07/2008 16:00,3233,6924,7457,5552
20/07/2008 17:00,3345,6014,6650,4408
20/07/2008 18:00,7236,5840,4254,3250
20/07/2008 19:00,2542,2678,2270,1147
20/07/2008 20:00,2498,1861,1381,809
20/07/2008 21:00,1655,961,1040,536
20/07/2008 22:00,1635,78,1063,357
20/07/2008 23:00,1143,28,754,248
21/07/2008 00:00,454,8,439,102
21/07/2008 01:00,199,5,285,35
21/07/2008 02:00,213,27,168,54
21/07/2008 03:00,150,91,133,52
21/07/2008 04:00,112,150,197,130
21/07/2008 05:00,108,104,214,177
21/07/2008 06:00,485,356,635,601
21/07/2008 07:00,953,535,1135,1397
21/07/2008 08:00,1741,2829,2471,2012
21/07/2008 09:00,1593,3761,2395,2782
21/07/2008 10:00,1748,4383,2437,3984
21/07/2008 11:00,2380,5556,3890,4606
21/07/2008 12:00,3272,6083,6213,4774
21/07/2008 13:00,4109,6963,10518,6276
21/07/2008 14:00,3758,6509,8172,5632
21/07/2008 15:00,3673,6997,7828,6453
21/07/2008 16:00,3556,7907,8134,5986
21/07/2008 17:00,4102,7739,9003,6132
21/07/2008 18:00,3351,5868,6672,5162
21/07/2008 19:00,2137,2943,2988,2042
21/07/2008 20:00,1519,1676,1769,1072
21/07/2008 21:00,1157,875,1320,759
21/07/2008 22:00,1347,74,1322,379
21/07/2008 23:00,846,22,733,246
22/07/2008 00:00,359,13,390,102
22/07/2008 01:00,142,1,174,65
22/07/2008 02:00,187,4,301,69
22/07/2008 03:00,201,30,388,81
22/07/2008 04:00,35,49,191,138
22/07/2008 05:00,114,90,240,263
22/07/2008 06:00,432,288,704,524
22/07/2008 07:00,924,531,1268,1155
22/07/2008 08:00,1858,1771,2720,1853
22/07/2008 09:00,1805,1996,2673,1944
22/07/2008 10:00,2220,3242,2701,3634
22/07/2008 11:00,2585,4097,3898,3859
22/07/2008 12:00,3158,5405,6692,5314
22/07/2008 13:00,3764,7186,10808,6415
22/07/2008 14:00,3883,7182,8705,6301
22/07/2008 15:00,3806,7187,8265,6347
22/07/2008 16:00,3979,7996,8386,6251
22/07/2008 17:00,4703,8238,9388,6722
22/07/2008 18:00,3377,6313,6859,4372
22/07/2008 19:00,2174,3207,3344,2132
22/07/2008 20:00,1705,1804,2078,1151
22/07/2008 21:00,1272,871,1654,732
22/07/2008 22:00,1789,45,1627,415
22/07/2008 23:00,950,20,862,267
23/07/2008 00:00,377,5,484,144
23/07/2008 01:00,141,2,206,84
23/07/2008 02:00,213,4,168,93
23/07/2008 03:00,186,67,127,80
23/07/2008 04:00,54,53,126,165
23/07/2008 05:00,107,94,236,278
23/07/2008 06:00,466,319,601,565
23/07/2008 07:00,961,755,1225,1153
23/07/2008 08:00,1820,2632,2524,2196
23/07/2008 09:00,1802,3563,2284,2541
23/07/2008 10:00,1952,4120,2575,3186
23/07/2008 11:00,2182,5510,3716,4351
23/07/2008 12:00,3597,6465,6290,5357
23/07/2008 13:00,4418,6577,9781,6389
23/07/2008 14:00,4044,6006,8520,6029
23/07/2008 15:00,4041,7018,7858,6820
23/07/2008 16:00,5400,8015,7397,6951
23/07/2008 17:00,6421,8349,9201,7209
23/07/2008 18:00,4617,5943,7131,5729
23/07/2008 19:00,2233,2911,3341,2219
23/07/2008 20:00,1844,1949,2149,1360
23/07/2008 21:00,1530,732,1500,846
23/07/2008 22:00,1766,52,1503,539
23/07/2008 23:00,895,23,1005,329
24/07/2008 00:00,476,9,667,215
24/07/2008 01:00,155,5,301,56
24/07/2008 02:00,190,8,210,72
24/07/2008 03:00,267,65,241,51
24/07/2008 04:00,63,46,190,145
24/07/2008 05:00,111,83,294,295
24/07/2008 06:00,395,239,626,488
24/07/2008 07:00,916,707,1303,764
24/07/2008 08:00,2022,1886,2728,1500
24/07/2008 09:00,1927,2079,2654,1812
24/07/2008 10:00,2277,2819,2945,2566
24/07/2008 11:00,2614,4071,3974,3786
24/07/2008 12:00,3080,5892,6651,5375
24/07/2008 13:00,3860,7813,10539,6831
24/07/2008 14:00,4004,8288,8161,6078
24/07/2008 15:00,3533,7460,7396,6144
24/07/2008 16:00,4696,8380,8157,6712
24/07/2008 17:00,4655,9406,9788,7107
24/07/2008 18:00,4400,7714,10004,5722
24/07/2008 19:00,2997,5315,6866,4135
24/07/2008 20:00,2216,3427,4413,2734
24/07/2008 21:00,2055,1417,2439,1408
24/07/2008 22:00,1825,80,1993,547
24/07/2008 23:00,1402,31,1354,379
25/07/2008 00:00,699,14,861,210
25/07/2008 01:00,338,10,385,85
25/07/2008 02:00,347,8,291,92
25/07/2008 03:00,313,89,249,116
25/07/2008 04:00,125,118,190,114
25/07/2008 05:00,115,132,267,230
25/07/2008 06:00,408,300,618,478
25/07/2008 07:00,906,621,1378,868
25/07/2008 08:00,2071,1667,2967,1531
25/07/2008 09:00,2042,2207,2770,2129
25/07/2008 10:00,2407,3061,3071,3024
25/07/2008 11:00,2917,4739,4388,4054
25/07/2008 12:00,3565,6281,7809,5638
25/07/2008 13:00,4122,8122,12018,6812
25/07/2008 14:00,4063,8022,8805,6622
25/07/2008 15:00,3997,8304,8170,6676
25/07/2008 16:00,5114,8652,8666,5926
25/07/2008 17:00,5017,8732,10273,6130
25/07/2008 18:00,3213,5904,7430,4711
25/07/2008 19:00,2541,3770,3513,2307
25/07/2008 20:00,2329,2276,2397,1494
25/07/2008 21:00,2085,1002,2054,1031
25/07/2008 22:00,2261,49,1769,446
25/07/2008 23:00,1730,48,1649,362
26/07/2008 00:00,897,47,1397,309
26/07/2008 01:00,551,11,1023,134
26/07/2008 02:00,380,28,915,154
26/07/2008 03:00,459,265,1095,225
26/07/2008 04:00,171,303,496,90
26/07/2008 05:00,89,103,183,199
26/07/2008 06:00,222,240,383,230
26/07/2008 07:00,420,303,520,400
26/07/2008 08:00,729,836,800,898
26/07/2008 09:00,1321,1387,1458,1759
26/07/2008 10:00,2235,3038,3076,3593
26/07/2008 11:00,2571,5370,6216,5453
26/07/2008 12:00,3007,6922,9037,6517
26/07/2008 13:00,4159,7399,10849,6270
26/07/2008 14:00,4667,7647,12076,7077
26/07/2008 15:00,4453,8681,11816,7770
26/07/2008 16:00,4523,8833,10776,7848
26/07/2008 17:00,4432,7730,9368,6921
26/07/2008 18:00,3393,6201,6496,4778
26/07/2008 19:00,2777,3493,3358,2229
26/07/2008 20:00,2367,2090,2228,1227
26/07/2008 21:00,2068,1040,2102,878
26/07/2008 22:00,2313,66,2443,620
26/07/2008 23:00,1995,30,2280,509
27/07/2008 00:00,1087,13,1814,376
27/07/2008 01:00,564,18,1414,214
27/07/2008 02:00,531,48,1218,135
27/07/2008 03:00,591,413,1788,222
27/07/2008 04:00,261,487,1637,79
27/07/2008 05:00,86,104,292,59
27/07/2008 06:00,119,91,227,113
27/07/2008 07:00,228,142,293,267
27/07/2008 08:00,303,222,375,201
27/07/2008 09:00,676,570,676,452
27/07/2008 10:00,1332,1377,1542,1602
27/07/2008 11:00,1672,2696,3201,2813
27/07/2008 12:00,2381,3731,5517,2795
27/07/2008 13:00,3181,3382,7268,3398
27/07/2008 14:00,3614,3537,8340,4016
27/07/2008 15:00,3921,4458,8593,5675
27/07/2008 16:00,4235,5315,7783,7815
27/07/2008 17:00,4522,5506,7131,8302
27/07/2008 18:00,4432,3424,4717,4399
27/07/2008 19:00,2461,2314,2563,1451
27/07/2008 20:00,1821,1572,1637,892
27/07/2008 21:00,1878,766,1188,708
27/07/2008 22:00,1919,62,1106,423
27/07/2008 23:00,1190,40,922,266
28/07/2008 00:00,494,15,415,129
28/07/2008 01:00,230,3,250,77
28/07/2008 02:00,187,6,149,104
28/07/2008 03:00,225,71,184,38
28/07/2008 04:00,98,109,148,65
28/07/2008 05:00,107,82,229,214
28/07/2008 06:00,492,295,669,358
28/07/2008 07:00,917,570,1047,804
28/07/2008 08:00,1914,1473,2661,1300
28/07/2008 09:00,1874,2033,2533,1615
28/07/2008 10:00,2187,2874,2401,2075
28/07/2008 11:00,2596,4750,3986,3084
28/07/2008 12:00,3319,6026,6112,4564
28/07/2008 13:00,4645,7330,9679,5361
28/07/2008 14:00,4702,5060,8155,4748
28/07/2008 15:00,4787,6270,8269,5950
28/07/2008 16:00,5631,6806,7957,8692
28/07/2008 17:00,6546,7495,9031,9542
28/07/2008 18:00,4684,5203,6229,4867
28/07/2008 19:00,2115,2829,3068,1947
28/07/2008 20:00,1626,1730,1867,1012
28/07/2008 21:00,1553,774,1588,934
28/07/2008 22:00,1712,32,1570,566
28/07/2008 23:00,955,17,820,231
29/07/2008 00:00,356,11,352,115
29/07/2008 01:00,180,8,145,131
29/07/2008 02:00,168,13,113,74
29/07/2008 03:00,182,65,158,128
29/07/2008 04:00,70,137,153,119
29/07/2008 05:00,112,112,264,275
29/07/2008 06:00,576,407,630,436
29/07/2008 07:00,1331,864,1294,817
29/07/2008 08:00,2193,2142,2753,1761
29/07/2008 09:00,1715,2900,2562,1871
29/07/2008 10:00,2160,3261,2641,2653
29/07/2008 11:00,3203,4773,3752,3710
29/07/2008 12:00,4043,6512,6300,4993
29/07/2008 13:00,3996,7315,10055,7053
29/07/2008 14:00,4248,6503,8549,5523
29/07/2008 15:00,4817,6600,8376,5646
29/07/2008 16:00,6028,7778,7483,7924
29/07/2008 17:00,6667,7904,8674,9216
29/07/2008 18:00,5089,5815,6428,5789
29/07/2008 19:00,2411,3282,3237,2107
29/07/2008 20:00,2121,2116,1980,1024
29/07/2008 21:00,1606,500,1543,764
29/07/2008 22:00,1797,57,1504,448
29/07/2008 23:00,1004,46,830,215
30/07/2008 00:00,417,8,413,117
30/07/2008 01:00,209,4,179,49
30/07/2008 02:00,116,5,133,67
30/07/2008 03:00,138,27,144,44
30/07/2008 04:00,95,40,133,106
30/07/2008 05:00,120,108,245,266
30/07/2008 06:00,421,311,600,396
30/07/2008 07:00,1347,901,1297,832
30/07/2008 08:00,2463,2424,2717,1741
30/07/2008 09:00,2531,2793,2436,2229
30/07/2008 10:00,2463,3619,2465,2880
30/07/2008 11:00,2373,6693,3675,4392
30/07/2008 12:00,3245,6065,6139,5245
30/07/2008 13:00,4585,7419,9562,5493
30/07/2008 14:00,4541,6508,8497,5135
30/07/2008 15:00,3735,7021,7715,5904
30/07/2008 16:00,4664,7602,6854,6623
30/07/2008 17:00,4489,8978,8743,6599
30/07/2008 18:00,3633,7090,7650,4885
30/07/2008 19:00,2521,3217,3361,2270
30/07/2008 20:00,1926,1563,2209,1177
30/07/2008 21:00,1753,329,1717,837
30/07/2008 22:00,1760,16,1421,295
30/07/2008 23:00,910,10,819,178
31/07/2008 00:00,453,5,488,80
31/07/2008 01:00,181,1,235,24
31/07/2008 02:00,132,5,179,53
31/07/2008 03:00,133,33,237,14
31/07/2008 04:00,58,56,315,108
31/07/2008 05:00,128,130,287,252
31/07/2008 06:00,505,277,555,327
31/07/2008 07:00,1136,769,1135,844
31/07/2008 08:00,2678,2460,2632,1326
31/07/2008 09:00,2586,2878,2519,1894
31/07/2008 10:00,2744,4102,2410,2506
31/07/2008 11:00,3311,5902,3250,3887
31/07/2008 12:00,3692,6429,5740,5285
31/07/2008 13:00,4092,7709,9570,7330
31/07/2008 14:00,3643,7652,6830,6604
31/07/2008 15:00,4088,8246,6149,6733
31/07/2008 16:00,4499,8821,7380,6990
31/07/2008 17:00,5232,9475,9589,7118
31/07/2008 18:00,4300,7647,9097,5811
31/07/2008 19:00,2880,4665,5470,3946
31/07/2008 20:00,2673,2740,3686,2816
31/07/2008 21:00,2218,577,2025,1313
31/07/2008 22:00,1816,82,1610,505
31/07/2008 23:00,1093,53,1186,322
01/08/2008 00:00,642,22,740,147
01/08/2008 01:00,349,3,327,105
01/08/2008 02:00,259,21,290,118
01/08/2008 03:00,269,91,268,125
01/08/2008 04:00,102,75,166,146
01/08/2008 05:00,159,124,237,257
01/08/2008 06:00,433,274,584,544
01/08/2008 07:00,1007,351,1361,1144
01/08/2008 08:00,1796,2456,2682,3059
01/08/2008 09:00,1793,2897,2833,2720
01/08/2008 10:00,2353,3040,3220,3383
01/08/2008 11:00,3271,4343,4328,4150
01/08/2008 12:00,3623,6111,7454,5833
01/08/2008 13:00,4011,7481,11025,6046
01/08/2008 14:00,4359,7440,7867,5810
01/08/2008 15:00,4740,8169,7501,6197
01/08/2008 16:00,4766,8382,8197,6445
01/08/2008 17:00,5668,7914,9820,7413
01/08/2008 18:00,4954,4711,7063,6006
01/08/2008 19:00,2644,3457,3492,2547
01/08/2008 20:00,2068,2429,2251,1496
01/08/2008 21:00,1919,623,1788,969
01/08/2008 22:00,2028,79,1836,632
01/08/2008 23:00,1526,22,1358,397
02/08/2008 00:00,912,33,1134,272
02/08/2008 01:00,611,20,729,125
02/08/2008 02:00,416,61,674,153
02/08/2008 03:00,351,206,890,193
02/08/2008 04:00,146,168,306,65
02/08/2008 05:00,62,88,176,126
02/08/2008 06:00,226,175,334,264
02/08/2008 07:00,489,437,478,398
02/08/2008 08:00,683,1039,721,963
02/08/2008 09:00,1316,1927,1338,1879
02/08/2008 10:00,2718,4508,2923,3482
02/08/2008 11:00,2648,6528,6042,6254
02/08/2008 12:00,3197,7127,8223,5662
02/08/2008 13:00,4363,7309,10239,6028
02/08/2008 14:00,4391,8754,11430,7546
02/08/2008 15:00,4418,8715,10913,7479
02/08/2008 16:00,4082,8188,9935,7900
02/08/2008 17:00,5544,7368,8721,8580
02/08/2008 18:00,4087,5403,6127,4539
02/08/2008 19:00,2452,3095,3153,2416
02/08/2008 20:00,2059,1737,2105,1121
02/08/2008 21:00,1774,740,2067,949
02/08/2008 22:00,2169,18,2249,531
02/08/2008 23:00,1718,7,1743,466
03/08/2008 00:00,949,9,1466,320
03/08/2008 01:00,719,5,1084,165
03/08/2008 02:00,568,6,1070,129
03/08/2008 03:00,792,308,1524,278
03/08/2008 04:00,193,260,757,50
03/08/2008 05:00,47,67,244,54
03/08/2008 06:00,83,109,189,137
03/08/2008 07:00,193,156,281,212
03/08/2008 08:00,326,268,354,392
03/08/2008 09:00,669,879,619,708
03/08/2008 10:00,1626,1540,1364,1350
03/08/2008 11:00,2348,2814,3022,2452
03/08/2008 12:00,2531,4077,5486,3980
03/08/2008 13:00,2659,5011,6440,4255
03/08/2008 14:00,3302,5285,7293,4731
03/08/2008 15:00,2884,6240,7775,6105
03/08/2008 16:00,2715,5993,7467,5789
03/08/2008 17:00,3078,6011,6451,5023
03/08/2008 18:00,4256,4002,4122,3519
03/08/2008 19:00,2154,2298,2314,1464
03/08/2008 20:00,1826,1458,1460,892
03/08/2008 21:00,1637,565,1299,735
03/08/2008 22:00,1800,26,1376,485
03/08/2008 23:00,1266,12,950,366
04/08/2008 00:00,496,8,682,113
04/08/2008 01:00,285,7,386,68
04/08/2008 02:00,340,22,328,96
04/08/2008 03:00,506,85,499,52
04/08/2008 04:00,151,144,238,115
04/08/2008 05:00,45,102,171,215
04/08/2008 06:00,133,310,458,446
04/08/2008 07:00,206,553,800,945
04/08/2008 08:00,548,1805,1789,1661
04/08/2008 09:00,732,2442,1738,2121
04/08/2008 10:00,1365,3107,2247,2779
04/08/2008 11:00,1609,4439,3217,3871
04/08/2008 12:00,1875,5270,5510,4861
04/08/2008 13:00,2277,6495,8587,6089
04/08/2008 14:00,2787,5468,7682,5524
04/08/2008 15:00,2811,6115,7898,6211
04/08/2008 16:00,2647,6577,7983,6973
04/08/2008 17:00,2792,6933,7854,7463
04/08/2008 18:00,2666,4995,5380,4702
04/08/2008 19:00,2080,2524,2612,1976
04/08/2008 20:00,1598,1523,1628,1063
04/08/2008 21:00,1610,847,1352,825
04/08/2008 22:00,1547,81,1322,467
04/08/2008 23:00,1021,20,683,255
05/08/2008 00:00,466,4,392,125
05/08/2008 01:00,142,2,152,58
05/08/2008 02:00,141,2,117,62
05/08/2008 03:00,176,44,166,61
05/08/2008 04:00,41,80,130,136
05/08/2008 05:00,124,77,233,231
05/08/2008 06:00,591,352,630,447
05/08/2008 07:00,1405,874,1388,744
05/08/2008 08:00,2790,2076,3102,1510
05/08/2008 09:00,2638,2452,2693,1873
05/08/2008 10:00,2662,2982,2609,2406
05/08/2008 11:00,3295,4160,3773,3530
05/08/2008 12:00,4217,5926,6092,4914
05/08/2008 13:00,4130,7545,9605,6712
05/08/2008 14:00,3763,6422,8128,6713
05/08/2008 15:00,3833,7635,7831,7186
05/08/2008 16:00,4240,8534,8005,6766
05/08/2008 17:00,4320,8686,9112,6675
05/08/2008 18:00,3393,5991,6326,4888
05/08/2008 19:00,2048,2900,3161,2254
05/08/2008 20:00,1645,1686,1970,1085
05/08/2008 21:00,1461,403,1631,766
05/08/2008 22:00,1730,20,1656,582
05/08/2008 23:00,896,10,847,269
06/08/2008 00:00,362,2,463,104
06/08/2008 01:00,237,1,158,62
06/08/2008 02:00,118,3,103,66
06/08/2008 03:00,131,57,103,77
06/08/2008 04:00,94,28,143,89
06/08/2008 05:00,136,90,211,227
06/08/2008 06:00,624,403,600,519
06/08/2008 07:00,1419,932,1326,865
06/08/2008 08:00,2732,2639,2963,1692
06/08/2008 09:00,2820,3131,2587,2134
06/08/2008 10:00,3213,3974,2567,2639
06/08/2008 11:00,3528,5062,3341,3630
06/08/2008 12:00,4247,6992,6066,5030
06/08/2008 13:00,4875,8445,10297,6665
06/08/2008 14:00,4551,7528,8356,5815
06/08/2008 15:00,4460,7092,6997,5916
06/08/2008 16:00,4460,7699,6981,6893
06/08/2008 17:00,4832,8134,8756,6984
06/08/2008 18:00,4579,6330,7079,5186
06/08/2008 19:00,2363,3075,3658,2140
06/08/2008 20:00,1725,1637,2239,1349
06/08/2008 21:00,1593,266,1794,874
06/08/2008 22:00,1596,50,1740,635
06/08/2008 23:00,1038,6,1258,356
07/08/2008 00:00,413,2,735,133
07/08/2008 01:00,233,1,329,70
07/08/2008 02:00,161,27,223,79
07/08/2008 03:00,288,80,286,70
07/08/2008 04:00,68,44,251,162
07/08/2008 05:00,109,90,307,312
07/08/2008 06:00,430,334,695,494
07/08/2008 07:00,996,712,1324,765
07/08/2008 08:00,2280,1772,2976,1570
07/08/2008 09:00,2120,2211,2708,1652
07/08/2008 10:00,2603,3721,2901,2607
07/08/2008 11:00,3272,4942,4106,4240
07/08/2008 12:00,3961,6212,7133,5765
07/08/2008 13:00,5000,8154,11326,7541
07/08/2008 14:00,4573,7928,8358,6282
07/08/2008 15:00,4282,8386,7597,7364
07/08/2008 16:00,4476,8694,8722,7677
07/08/2008 17:00,4922,9871,10408,7820
07/08/2008 18:00,3826,7556,10433,5900
07/08/2008 19:00,3238,5818,6899,3844
07/08/2008 20:00,2574,2654,4289,2656
07/08/2008 21:00,1686,428,2326,1169
07/08/2008 22:00,1561,30,1655,373
07/08/2008 23:00,1059,35,1105,246
08/08/2008 00:00,627,19,688,161
08/08/2008 01:00,296,5,310,65
08/08/2008 02:00,242,33,254,101
08/08/2008 03:00,362,87,261,71
08/08/2008 04:00,138,76,183,126
08/08/2008 05:00,111,104,269,231
08/08/2008 06:00,550,303,681,537
08/08/2008 07:00,1020,641,1437,768
08/08/2008 08:00,1916,1609,2846,1736
08/08/2008 09:00,1858,2871,2760,2691
08/08/2008 10:00,2486,4289,3135,3996
08/08/2008 11:00,3073,5491,4549,5308
08/08/2008 12:00,3726,6202,8184,5651
08/08/2008 13:00,4238,7264,12321,6958
08/08/2008 14:00,3979,7646,9050,6806
08/08/2008 15:00,3790,8121,8301,6749
08/08/2008 16:00,4227,8048,8848,7152
08/08/2008 17:00,4916,8811,10823,7387
08/08/2008 18:00,3456,6571,7723,4998
08/08/2008 19:00,2594,3432,3739,2497
08/08/2008 20:00,2176,1938,2543,1375
08/08/2008 21:00,2019,451,2192,996
08/08/2008 22:00,2207,44,2587,542
08/08/2008 23:00,1494,19,1907,397
09/08/2008 00:00,863,9,1251,251
09/08/2008 01:00,520,5,907,156
09/08/2008 02:00,480,10,743,174
09/08/2008 03:00,442,193,1067,185
09/08/2008 04:00,176,195,370,71
09/08/2008 05:00,89,88,183,71
09/08/2008 06:00,261,192,358,318
09/08/2008 07:00,519,404,569,381
09/08/2008 08:00,931,1009,768,772
09/08/2008 09:00,1501,1838,1226,1421
09/08/2008 10:00,3367,3755,2965,2857
09/08/2008 11:00,3250,4765,6011,4755
09/08/2008 12:00,4577,7167,8589,5520
09/08/2008 13:00,5429,7915,10436,6815
09/08/2008 14:00,4909,8579,11498,9031
09/08/2008 15:00,4131,9032,11129,8430
09/08/2008 16:00,4064,7531,10051,6471
09/08/2008 17:00,4929,6726,8314,4418
09/08/2008 18:00,6582,6163,5745,3774
09/08/2008 19:00,3818,3038,2976,1729
09/08/2008 20:00,2887,1101,2078,874
09/08/2008 21:00,2077,243,1863,559
09/08/2008 22:00,2190,35,1946,376
09/08/2008 23:00,1398,36,1635,290
10/08/2008 00:00,791,5,1392,231
10/08/2008 01:00,520,8,1047,132
10/08/2008 02:00,482,10,1067,191
10/08/2008 03:00,794,257,1590,171
10/08/2008 04:00,244,336,892,56
10/08/2008 05:00,67,80,266,77
10/08/2008 06:00,113,140,216,126
10/08/2008 07:00,178,107,281,222
10/08/2008 08:00,345,272,372,404
10/08/2008 09:00,1014,1004,689,764
10/08/2008 10:00,2613,3255,1522,2216
10/08/2008 11:00,4399,5619,3482,3490
10/08/2008 12:00,5583,6664,5472,3684
10/08/2008 13:00,5213,6067,6672,4678
10/08/2008 14:00,3101,5332,7212,5479
10/08/2008 15:00,2716,5917,7808,5733
10/08/2008 16:00,2902,5894,7379,5915
10/08/2008 17:00,7134,6407,6638,6406
10/08/2008 18:00,8758,6614,4881,3688
10/08/2008 19:00,3176,2874,2471,1568
10/08/2008 20:00,2386,1774,1549,908
10/08/2008 21:00,1767,334,1154,618
10/08/2008 22:00,1630,16,1023,456
10/08/2008 23:00,1033,13,687,275
11/08/2008 00:00,462,3,397,125
11/08/2008 01:00,259,7,309,66
11/08/2008 02:00,179,6,135,92
11/08/2008 03:00,65,60,120,51
11/08/2008 04:00,88,57,136,113
11/08/2008 05:00,124,88,239,222
11/08/2008 06:00,490,297,651,515
11/08/2008 07:00,1002,603,1110,1154
11/08/2008 08:00,2198,1955,2510,1824
11/08/2008 09:00,1861,1847,2427,2391
11/08/2008 10:00,2205,2690,2552,3244
11/08/2008 11:00,2770,4054,3729,4243
11/08/2008 12:00,3314,6097,6074,5213
11/08/2008 13:00,4258,7639,9804,6507
11/08/2008 14:00,3767,7531,7792,5838
11/08/2008 15:00,3716,7740,7846,6833
11/08/2008 16:00,3916,8468,8131,7948
11/08/2008 17:00,4370,9376,8914,8493
11/08/2008 18:00,3158,5944,6360,5408
11/08/2008 19:00,2178,2620,3157,2190
11/08/2008 20:00,1786,937,1813,1156
11/08/2008 21:00,1292,42,1389,924
11/08/2008 22:00,1588,29,1323,518
11/08/2008 23:00,872,9,628,269
12/08/2008 00:00,282,109,318,114
12/08/2008 01:00,100,93,143,84
12/08/2008 02:00,121,80,117,68
12/08/2008 03:00,146,62,152,90
12/08/2008 04:00,69,59,151,131
12/08/2008 05:00,114,89,235,256
12/08/2008 06:00,420,269,647,469
12/08/2008 07:00,922,600,1391,905
12/08/2008 08:00,1995,1955,2779,1708
12/08/2008 09:00,2023,2197,2449,1896
12/08/2008 10:00,2110,3797,2587,2897
12/08/2008 11:00,2840,4847,3939,3699
12/08/2008 12:00,3704,6072,6616,5074
12/08/2008 13:00,4268,8140,10389,6727
12/08/2008 14:00,4152,7689,8365,6180
12/08/2008 15:00,3753,7765,8126,6394
12/08/2008 16:00,4287,7970,7836,6981
12/08/2008 17:00,5252,8594,8866,7538
12/08/2008 18:00,4058,5126,6290,5017
12/08/2008 19:00,2393,2282,3157,2164
12/08/2008 20:00,1834,823,2092,1086
12/08/2008 21:00,1331,237,1488,754
12/08/2008 22:00,1362,164,1349,481
12/08/2008 23:00,823,125,810,250
13/08/2008 00:00,345,12,423,126
13/08/2008 01:00,234,4,221,68
13/08/2008 02:00,184,14,124,78
13/08/2008 03:00,121,53,152,70
13/08/2008 04:00,56,46,141,125
13/08/2008 05:00,128,100,239,269
13/08/2008 06:00,448,264,617,517
13/08/2008 07:00,969,585,1221,997
13/08/2008 08:00,2167,1724,2881,1968
13/08/2008 09:00,2298,2343,2624,2414
13/08/2008 10:00,2429,3613,2747,3044
13/08/2008 11:00,3009,5095,3954,4328
13/08/2008 12:00,3544,7195,6514,5468
13/08/2008 13:00,4538,8327,10150,6489
13/08/2008 14:00,4382,7293,8600,5940
13/08/2008 15:00,5480,7960,7755,6521
13/08/2008 16:00,5849,8354,7288,7160
13/08/2008 17:00,5249,9552,9103,7274
13/08/2008 18:00,4284,7645,7396,5527
13/08/2008 19:00,2494,2993,3512,2319
13/08/2008 20:00,1758,1197,2088,1360
13/08/2008 21:00,1534,165,1728,895
13/08/2008 22:00,1618,11,1674,514
13/08/2008 23:00,1006,16,1199,302
14/08/2008 00:00,733,10,802,164
14/08/2008 01:00,429,8,416,57
14/08/2008 02:00,290,23,289,78
14/08/2008 03:00,265,109,374,51
14/08/2008 04:00,47,98,330,158
14/08/2008 05:00,136,129,348,328
14/08/2008 06:00,432,292,694,501
14/08/2008 07:00,888,583,1325,909
14/08/2008 08:00,1983,1613,2795,1685
14/08/2008 09:00,1871,3241,2656,2054
14/08/2008 10:00,2306,4018,2882,2943
14/08/2008 11:00,2962,5630,4322,4567
14/08/2008 12:00,3914,6459,7414,6298
14/08/2008 13:00,4836,7834,11248,8321
14/08/2008 14:00,5084,7682,8534,7271
14/08/2008 15:00,6457,6818,7353,7761
14/08/2008 16:00,7691,7816,7876,8197
14/08/2008 17:00,9365,8655,10212,8452
14/08/2008 18:00,6189,6852,10344,6685
14/08/2008 19:00,2280,3840,6715,4573
14/08/2008 20:00,2525,2128,4320,3146
14/08/2008 21:00,1887,264,2618,1491
14/08/2008 22:00,1736,43,1993,547
14/08/2008 23:00,1217,18,1323,363
15/08/2008 00:00,636,10,851,183
15/08/2008 01:00,304,2,382,91
15/08/2008 02:00,297,10,326,109
