Date and Time,O'Connell St Outside Clerys,O'Connell St Outside Pennys,Grafton Street,Henry Street
22/06/2008 13:00,2476,3786,5734,5091
22/06/2008 14:00,2534,4312,6813,6070
22/06/2008 15:00,2697,5036,7933,6187
22/06/2008 16:00,2681,4558,7495,5845
22/06/2008 17:00,3877,5417,5778,6066
22/06/2008 18:00,3399,2948,3334,3309
22/06/2008 19:00,1706,1933,1921,1335
22/06/2008 20:00,1148,1012,1070,801
22/06/2008 21:00,881,716,667,649
22/06/2008 22:00,1438,164,994,367
22/06/2008 23:00,1177,22,1173,269
23/06/2008 00:00,475,10,599,180
23/06/2008 01:00,193,3,315,113
23/06/2008 02:00,150,6,124,94
23/06/2008 03:00,104,58,84,145
23/06/2008 04:00,52,60,111,46
23/06/2008 05:00,135,130,190,243
23/06/2008 06:00,521,289,548,661
23/06/2008 07:00,1083,605,1183,1035
23/06/2008 08:00,2048,2095,2393,1277
23/06/2008 09:00,1901,2152,1949,2154
23/06/2008 10:00,2249,2855,2537,3375
23/06/2008 11:00,2580,4817,3870,4854
23/06/2008 12:00,3531,6015,6805,6284
23/06/2008 13:00,4305,7583,10815,8098
23/06/2008 14:00,3686,6379,8159,7173
23/06/2008 15:00,3695,6532,7869,7610
23/06/2008 16:00,4176,7561,7352,7379
23/06/2008 17:00,3904,7623,9133,7142
23/06/2008 18:00,2886,4535,6033,4760
23/06/2008 19:00,1871,2147,2561,1637
23/06/2008 20:00,1346,1431,1692,1031
23/06/2008 21:00,1073,839,1210,645
23/06/2008 22:00,986,181,1084,516
23/06/2008 23:00,867,5,863,239
24/06/2008 00:00,413,3,593,92
24/06/2008 01:00,137,0,138,59
24/06/2008 02:00,110,1,149,60
24/06/2008 03:00,123,40,112,173
24/06/2008 04:00,47,49,90,57
24/06/2008 05:00,152,121,227,352
24/06/2008 06:00,483,299,658,446
24/06/2008 07:00,1112,721,1267,1133
24/06/2008 08:00,2523,1963,2949,1746
24/06/2008 09:00,2173,2068,2583,2519
24/06/2008 10:00,2442,2769,2564,3929
24/06/2008 11:00,2799,4106,3430,4818
24/06/2008 12:00,3176,5209,5832,6278
24/06/2008 13:00,4088,7443,9869,7147
24/06/2008 14:00,3545,6327,7805,6295
24/06/2008 15:00,4782,6984,7324,7228
24/06/2008 16:00,4274,7598,7052,6927
24/06/2008 17:00,4217,7779,8601,6439
24/06/2008 18:00,3264,5191,6807,4493
24/06/2008 19:00,2149,2680,2898,1782
24/06/2008 20:00,1592,1232,1639,940
24/06/2008 21:00,1208,831,1098,781
24/06/2008 22:00,1066,158,1198,458
24/06/2008 23:00,820,11,748,321
25/06/2008 00:00,365,2,400,106
25/06/2008 01:00,153,0,167,73
25/06/2008 02:00,153,2,121,112
25/06/2008 03:00,54,70,126,77
25/06/2008 04:00,83,81,129,120
25/06/2008 05:00,111,108,247,275
25/06/2008 06:00,582,299,675,582
25/06/2008 07:00,1027,764,1307,1203
25/06/2008 08:00,1995,3525,2298,2320
25/06/2008 09:00,1800,2624,2185,2951
25/06/2008 10:00,2066,3171,2702,3601
25/06/2008 11:00,2570,4909,3554,4527
25/06/2008 12:00,3316,5558,5884,5295
25/06/2008 13:00,4396,7254,10044,6319
25/06/2008 14:00,4969,4614,8182,5633
25/06/2008 15:00,5330,5775,6801,5934
25/06/2008 16:00,5996,6414,7045,6526
25/06/2008 17:00,5910,7539,9476,7156
25/06/2008 18:00,5584,5213,6694,4815
25/06/2008 19:00,2119,2430,3303,1889
25/06/2008 20:00,1434,1346,1793,1110
25/06/2008 21:00,1168,915,1285,820
25/06/2008 22:00,1106,312,1538,507
25/06/2008 23:00,1047,17,1110,310
26/06/2008 00:00,451,4,777,118
26/06/2008 01:00,185,2,445,64
26/06/2008 02:00,120,26,163,71
26/06/2008 03:00,140,94,278,91
26/06/2008 04:00,39,80,158,114
26/06/2008 05:00,98,125,298,222
26/06/2008 06:00,441,253,663,530
26/06/2008 07:00,1098,730,1436,996
26/06/2008 08:00,2163,2403,2675,1760
26/06/2008 09:00,1907,2167,2352,2270
26/06/2008 10:00,2251,3115,2899,3812
26/06/2008 11:00,3002,4289,3214,4680
26/06/2008 12:00,3626,5236,5840,5038
26/06/2008 13:00,4965,7877,10159,5692
26/06/2008 14:00,4497,7348,7161,5322
26/06/2008 15:00,4355,7929,6103,6286
26/06/2008 16:00,4787,7871,6497,9279
26/06/2008 17:00,5176,8744,7935,9523
26/06/2008 18:00,4330,7359,8203,5623
26/06/2008 19:00,3139,3910,5303,3353
26/06/2008 20:00,2018,2107,3319,2353
26/06/2008 21:00,1482,1159,1862,1163
26/06/2008 22:00,1427,300,1757,599
26/06/2008 23:00,1071,15,1218,329
27/06/2008 00:00,583,5,791,182
27/06/2008 01:00,319,3,396,79
27/06/2008 02:00,205,36,265,53
27/06/2008 03:00,177,103,279,79
27/06/2008 04:00,127,125,188,120
27/06/2008 05:00,133,155,270,227
27/06/2008 06:00,560,337,674,550
27/06/2008 07:00,1285,818,1477,909
27/06/2008 08:00,2177,2128,3073,1821
27/06/2008 09:00,2538,2879,2857,2575
27/06/2008 10:00,2915,3372,3071,3551
27/06/2008 11:00,3736,5065,4506,4722
27/06/2008 12:00,4217,6196,7683,6175
27/06/2008 13:00,4092,7204,11910,7654
27/06/2008 14:00,3897,6486,9356,6755
27/06/2008 15:00,4070,7542,8195,7151
27/06/2008 16:00,4155,8181,9054,7712
27/06/2008 17:00,4584,8295,10843,7565
27/06/2008 18:00,3824,6123,7890,5227
27/06/2008 19:00,2404,3548,3968,2638
27/06/2008 20:00,2020,2296,2528,1353
27/06/2008 21:00,1729,1442,1816,991
27/06/2008 22:00,1834,320,2240,556
27/06/2008 23:00,1791,23,1866,394
28/06/2008 00:00,998,11,1485,327
28/06/2008 01:00,609,10,1092,234
28/06/2008 02:00,436,15,920,148
28/06/2008 03:00,525,301,1572,178
28/06/2008 04:00,140,372,628,90
28/06/2008 05:00,69,115,161,160
28/06/2008 06:00,205,180,351,292
28/06/2008 07:00,470,334,489,413
28/06/2008 08:00,738,734,742,1221
28/06/2008 09:00,1424,1463,1521,2492
28/06/2008 10:00,2364,2971,3187,4645
28/06/2008 11:00,2804,5124,6131,6653
28/06/2008 12:00,3569,6920,8754,9135
28/06/2008 13:00,3865,7694,10819,10676
28/06/2008 14:00,4227,8765,12308,11812
28/06/2008 15:00,5064,9084,11778,11655
28/06/2008 16:00,4188,8866,10983,11023
28/06/2008 17:00,3985,8297,10185,8849
28/06/2008 18:00,3445,5772,6897,5626
28/06/2008 19:00,2645,3069,3352,2524
28/06/2008 20:00,2021,2028,2305,1265
28/06/2008 21:00,1589,1355,2023,958
28/06/2008 22:00,1942,182,2380,561
28/06/2008 23:00,1872,26,2183,395
29/06/2008 00:00,1044,21,1807,342
29/06/2008 01:00,644,17,1276,214
29/06/2008 02:00,525,20,1242,175
29/06/2008 03:00,710,387,1870,232
29/06/2008 04:00,272,499,1119,89
29/06/2008 05:00,75,76,278,118
29/06/2008 06:00,111,117,202,151
29/06/2008 07:00,179,146,250,239
29/06/2008 08:00,301,222,385,428
29/06/2008 09:00,637,490,647,1044
29/06/2008 10:00,1040,1906,1529,1959
29/06/2008 11:00,1800,2686,2972,3105
29/06/2008 12:00,3035,4262,4855,4745
29/06/2008 13:00,4140,4707,7125,6350
29/06/2008 14:00,4109,3581,8022,7567
29/06/2008 15:00,2991,5584,9037,7710
29/06/2008 16:00,8244,6955,7751,7283
29/06/2008 17:00,5786,5237,7433,7561
29/06/2008 18:00,3288,4147,4665,4125
29/06/2008 19:00,2178,2327,2306,1664
29/06/2008 20:00,1393,1080,1166,998
29/06/2008 21:00,993,813,872,810
29/06/2008 22:00,1728,454,1307,459
29/06/2008 23:00,1285,22,864,336
30/06/2008 00:00,964,13,607,161
30/06/2008 01:00,315,8,326,76
30/06/2008 02:00,154,4,170,100
30/06/2008 03:00,121,94,114,123
30/06/2008 04:00,118,108,168,101
30/06/2008 05:00,111,117,204,282
30/06/2008 06:00,514,344,571,524
30/06/2008 07:00,1032,697,1076,668
30/06/2008 08:00,2014,2545,2304,1423
30/06/2008 09:00,1893,2670,2363,1756
30/06/2008 10:00,2412,3014,2602,3187
30/06/2008 11:00,2936,4053,3756,4576
30/06/2008 12:00,3351,5630,6115,6242
30/06/2008 13:00,4939,7036,10810,7094
30/06/2008 14:00,4178,6419,8289,6664
30/06/2008 15:00,4038,6662,7704,7296
30/06/2008 16:00,3806,8048,7515,6083
30/06/2008 17:00,3789,7924,8779,7242
30/06/2008 18:00,3272,5222,6380,4892
30/06/2008 19:00,1917,2442,2794,1734
30/06/2008 20:00,1386,1250,1532,990
30/06/2008 21:00,1002,790,1200,733
30/06/2008 22:00,1138,92,1173,335
30/06/2008 23:00,792,18,651,202
01/07/2008 00:00,390,5,361,108
01/07/2008 01:00,138,3,173,76
01/07/2008 02:00,101,2,125,55
01/07/2008 03:00,141,47,143,139
01/07/2008 04:00,53,104,114,96
01/07/2008 05:00,99,85,231,305
01/07/2008 06:00,477,333,629,553
01/07/2008 07:00,1102,722,1390,1175
01/07/2008 08:00,2012,1660,2828,1973
01/07/2008 09:00,1773,1784,2529,2311
01/07/2008 10:00,2757,2922,2429,3834
01/07/2008 11:00,2708,3627,3173,4925
01/07/2008 12:00,4038,5683,5631,6158
01/07/2008 13:00,4398,6935,9463,7227
01/07/2008 14:00,3785,6838,7724,6470
01/07/2008 15:00,3496,6893,7524,7230
01/07/2008 16:00,3418,7580,7643,7372
01/07/2008 17:00,4060,7904,9394,7379
01/07/2008 18:00,2897,5613,7031,4596
01/07/2008 19:00,1878,2430,2930,1772
01/07/2008 20:00,1504,1464,1755,1026
01/07/2008 21:00,1121,996,1293,724
01/07/2008 22:00,1168,266,1280,475
01/07/2008 23:00,857,18,881,303
02/07/2008 00:00,408,7,537,112
02/07/2008 01:00,188,2,185,79
02/07/2008 02:00,124,27,141,122
02/07/2008 03:00,96,89,145,83
02/07/2008 04:00,27,50,133,128
02/07/2008 05:00,79,76,269,290
02/07/2008 06:00,493,293,648,624
02/07/2008 07:00,1158,795,1304,1276
02/07/2008 08:00,2143,2765,2315,2420
02/07/2008 09:00,1888,2997,2704,3071
02/07/2008 10:00,2350,2859,2714,3763
02/07/2008 11:00,3214,4654,3873,4758
02/07/2008 12:00,3580,5708,6334,5588
02/07/2008 13:00,4003,7414,9679,6606
02/07/2008 14:00,4156,7271,7799,5919
02/07/2008 15:00,4140,7321,7137,6259
02/07/2008 16:00,4609,7836,7560,6869
02/07/2008 17:00,5137,8538,9230,7484
02/07/2008 18:00,3763,6356,6523,5054
02/07/2008 19:00,2378,2382,2872,1978
02/07/2008 20:00,1704,1647,1990,1167
02/07/2008 21:00,1240,1038,1386,872
02/07/2008 22:00,1538,265,1418,536
02/07/2008 23:00,1079,11,1098,329
03/07/2008 00:00,425,2,674,190
03/07/2008 01:00,195,1,335,83
03/07/2008 02:00,125,19,181,45
03/07/2008 03:00,136,61,235,97
03/07/2008 04:00,44,59,166,119
03/07/2008 05:00,121,88,216,270
03/07/2008 06:00,479,326,635,497
03/07/2008 07:00,1292,896,1146,602
03/07/2008 08:00,3070,2788,2435,1106
03/07/2008 09:00,2684,2802,2394,2271
03/07/2008 10:00,2347,3011,2622,3381
03/07/2008 11:00,3067,4187,3926,4324
03/07/2008 12:00,3459,5343,5652,5508
03/07/2008 13:00,3566,6545,8112,6372
03/07/2008 14:00,3271,6311,7357,6831
03/07/2008 15:00,3908,7061,7315,7351
03/07/2008 16:00,5028,8858,8519,8166
03/07/2008 17:00,5308,9097,9945,8807
03/07/2008 18:00,4305,8124,10023,7530
03/07/2008 19:00,2884,4965,6739,4873
03/07/2008 20:00,2344,2998,3934,3116
03/07/2008 21:00,1504,1448,2228,1355
03/07/2008 22:00,1510,243,1802,553
03/07/2008 23:00,1103,14,1073,341
04/07/2008 00:00,544,8,777,190
04/07/2008 01:00,267,4,356,82
04/07/2008 02:00,180,4,262,56
04/07/2008 03:00,169,91,276,82
04/07/2008 04:00,88,104,197,125
04/07/2008 05:00,197,133,266,238
04/07/2008 06:00,532,295,603,575
04/07/2008 07:00,1257,433,1359,951
04/07/2008 08:00,1959,3353,2892,1906
04/07/2008 09:00,1988,3034,2588,2697
04/07/2008 10:00,2139,4873,3266,3719
04/07/2008 11:00,2240,5661,4698,4944
04/07/2008 12:00,3643,7341,8365,6467
04/07/2008 13:00,5699,8214,12780,8014
04/07/2008 14:00,5040,6115,9759,7074
04/07/2008 15:00,4066,7836,8839,7489
04/07/2008 16:00,4166,8205,9056,8071
04/07/2008 17:00,4477,8714,10841,7915
04/07/2008 18:00,3269,5542,7636,5471
04/07/2008 19:00,2298,2702,3482,2761
04/07/2008 20:00,1957,1664,2124,1416
04/07/2008 21:00,1520,1174,1593,1037
04/07/2008 22:00,2155,116,1745,582
04/07/2008 23:00,1084,9,1362,412
05/07/2008 00:00,537,2,958,305
05/07/2008 01:00,521,10,787,218
05/07/2008 02:00,355,4,660,138
05/07/2008 03:00,321,80,903,166
05/07/2008 04:00,124,140,333,85
05/07/2008 05:00,68,76,202,149
05/07/2008 06:00,299,207,453,272
05/07/2008 07:00,542,441,597,386
05/07/2008 08:00,886,984,811,1139
05/07/2008 09:00,1400,1586,1287,2325
05/07/2008 10:00,2537,2875,2958,4335
05/07/2008 11:00,2613,5270,6243,6208
05/07/2008 12:00,3472,7154,9163,8526
05/07/2008 13:00,4468,6973,11151,9960
05/07/2008 14:00,5492,6490,12008,11021
05/07/2008 15:00,4503,9131,12338,10873
05/07/2008 16:00,3866,9057,10720,10285
05/07/2008 17:00,4304,7981,8899,8256
05/07/2008 18:00,3455,5326,5677,5248
05/07/2008 19:00,2175,2658,2867,2352
05/07/2008 20:00,2055,1166,1797,1178
05/07/2008 21:00,1362,632,1550,891
05/07/2008 22:00,1543,74,1745,522
05/07/2008 23:00,1437,55,1549,367
06/07/2008 00:00,855,22,1313,319
06/07/2008 01:00,670,24,1084,200
06/07/2008 02:00,480,34,989,164
06/07/2008 03:00,440,174,1367,217
06/07/2008 04:00,137,400,1091,82
06/07/2008 05:00,77,102,290,111
06/07/2008 06:00,137,103,242,141
06/07/2008 07:00,188,123,299,223
06/07/2008 08:00,323,324,369,400
06/07/2008 09:00,792,549,656,974
06/07/2008 10:00,1427,1451,1491,1828
06/07/2008 11:00,2145,2583,2867,2902
06/07/2008 12:00,2134,3593,5030,4438
06/07/2008 13:00,2755,4893,6661,5941
06/07/2008 14:00,3084,5282,7774,7079
06/07/2008 15:00,3792,5605,7938,7213
06/07/2008 16:00,3881,5787,7421,6814
06/07/2008 17:00,4827,4890,6898,7067
06/07/2008 18:00,5120,4141,4338,3858
06/07/2008 19:00,2119,2152,2338,1558
06/07/2008 20:00,1650,1422,1432,934
06/07/2008 21:00,1314,934,946,758
06/07/2008 22:00,1186,240,897,429
06/07/2008 23:00,946,46,793,315
07/07/2008 00:00,386,17,446,169
07/07/2008 01:00,205,15,274,78
07/07/2008 02:00,193,12,152,209
07/07/2008 03:00,200,61,101,169
07/07/2008 04:00,73,115,136,134
07/07/2008 05:00,143,116,228,228
07/07/2008 06:00,472,351,745,578
07/07/2008 07:00,1033,704,863,1839
07/07/2008 08:00,2285,2183,2105,2481
07/07/2008 09:00,1841,2516,2676,1723
07/07/2008 10:00,2056,2606,2471,3984
07/07/2008 11:00,2526,4154,3849,5145
07/07/2008 12:00,3331,6016,6167,6013
07/07/2008 13:00,4070,7380,9309,7523
07/07/2008 14:00,3810,7911,7219,7139
07/07/2008 15:00,3813,7449,6910,7260
07/07/2008 16:00,3720,7886,7830,7586
07/07/2008 17:00,4532,8074,9234,6778
07/07/2008 18:00,3134,6270,6605,4461
07/07/2008 19:00,1822,2623,2845,1959
07/07/2008 20:00,1483,1666,1630,1139
07/07/2008 21:00,1043,933,1151,693
07/07/2008 22:00,1147,238,1230,384
07/07/2008 23:00,893,31,740,258
08/07/2008 00:00,332,17,369,111
08/07/2008 01:00,138,6,153,60
08/07/2008 02:00,92,25,110,50
08/07/2008 03:00,123,64,136,67
08/07/2008 04:00,29,60,123,155
08/07/2008 05:00,107,84,228,248
08/07/2008 06:00,408,324,578,517
08/07/2008 07:00,984,730,1392,1028
08/07/2008 08:00,2075,1861,2949,1726
08/07/2008 09:00,1711,2087,2688,1875
08/07/2008 10:00,1809,4369,2706,3241
08/07/2008 11:00,2333,5302,3845,4652
08/07/2008 12:00,3404,5827,6389,4986
08/07/2008 13:00,5027,7098,10913,5653
08/07/2008 14:00,5102,6886,8892,5477
08/07/2008 15:00,4305,7624,8119,6541
08/07/2008 16:00,3809,7854,8412,6645
08/07/2008 17:00,8013,8562,8606,9570
08/07/2008 18:00,6141,5591,6125,5337
08/07/2008 19:00,2089,2967,3208,2060
08/07/2008 20:00,1694,1640,1907,1235
08/07/2008 21:00,1238,1230,1610,762
08/07/2008 22:00,1216,260,1656,416
08/07/2008 23:00,1088,50,819,260
09/07/2008 00:00,381,21,449,149
09/07/2008 01:00,135,9,311,77
09/07/2008 02:00,126,29,216,72
09/07/2008 03:00,87,56,134,57
09/07/2008 04:00,119,44,129,150
09/07/2008 05:00,129,102,236,202
09/07/2008 06:00,434,254,547,440
09/07/2008 07:00,1056,829,1240,889
09/07/2008 08:00,2776,2684,2663,1765
09/07/2008 09:00,2673,3082,2583,1590
09/07/2008 10:00,2727,3400,2613,2316
09/07/2008 11:00,3513,4897,3362,3048
09/07/2008 12:00,4325,6647,5461,3918
09/07/2008 13:00,4774,7077,8340,4676
09/07/2008 14:00,4225,7443,7157,4617
09/07/2008 15:00,4137,7807,6800,5461
09/07/2008 16:00,3843,7535,7666,5476
09/07/2008 17:00,4020,7807,8812,5751
09/07/2008 18:00,6457,5057,6260,5707
09/07/2008 19:00,2661,2485,3289,1982
09/07/2008 20:00,1809,1951,2079,1183
09/07/2008 21:00,1346,1150,1532,760
09/07/2008 22:00,1294,284,1541,486
09/07/2008 23:00,960,53,863,290
10/07/2008 00:00,409,20,687,216
10/07/2008 01:00,211,8,466,64
10/07/2008 02:00,138,9,213,79
10/07/2008 03:00,131,66,243,91
10/07/2008 04:00,61,89,239,119
10/07/2008 05:00,135,77,313,312
10/07/2008 06:00,487,322,672,635
10/07/2008 07:00,1156,548,1290,1519
10/07/2008 08:00,2079,1990,2701,1944
10/07/2008 09:00,1976,2243,2739,2501
10/07/2008 10:00,2369,3123,2834,3144
10/07/2008 11:00,2859,4484,3911,4285
10/07/2008 12:00,3766,5876,6801,6027
10/07/2008 13:00,4547,8150,11611,7444
10/07/2008 14:00,4519,7862,8247,6154
10/07/2008 15:00,4011,8175,7162,5982
10/07/2008 16:00,5576,9018,7794,6741
10/07/2008 17:00,5848,9905,8998,7062
10/07/2008 18:00,4679,8868,9644,6378
10/07/2008 19:00,3194,5154,6690,4003
10/07/2008 20:00,2967,3435,4146,3069
10/07/2008 21:00,1722,1455,2306,1417
10/07/2008 22:00,1638,122,1840,542
10/07/2008 23:00,1126,36,1099,356
11/07/2008 00:00,536,13,704,105
11/07/2008 01:00,375,12,310,71
11/07/2008 02:00,227,25,269,72
11/07/2008 03:00,299,87,246,77
11/07/2008 04:00,67,73,182,120
11/07/2008 05:00,118,83,235,282
11/07/2008 06:00,418,315,620,446
11/07/2008 07:00,995,885,1443,900
11/07/2008 08:00,2067,2078,2952,1828
11/07/2008 09:00,2018,2166,2901,2410
11/07/2008 10:00,2256,3140,3089,3176
11/07/2008 11:00,3095,4914,4631,4267
11/07/2008 12:00,3764,6500,7559,5553
11/07/2008 13:00,4117,7593,11649,7116
11/07/2008 14:00,4241,7884,7979,6975
11/07/2008 15:00,4216,8512,8043,7687
11/07/2008 16:00,4510,8521,8698,7952
11/07/2008 17:00,4889,8791,9950,7522
11/07/2008 18:00,3765,6447,7353,4919
11/07/2008 19:00,2479,3705,3563,2547
11/07/2008 20:00,2122,2476,2240,1563
11/07/2008 21:00,1451,1467,1757,950
11/07/2008 22:00,1837,260,1982,598
11/07/2008 23:00,1401,65,1451,356
12/07/2008 00:00,849,42,1142,243
12/07/2008 01:00,586,16,819,198
12/07/2008 02:00,555,21,751,145
12/07/2008 03:00,347,217,892,140
12/07/2008 04:00,137,233,313,109
12/07/2008 05:00,86,86,144,206
12/07/2008 06:00,185,171,339,310
12/07/2008 07:00,403,364,486,397
12/07/2008 08:00,769,839,779,904
12/07/2008 09:00,1224,1553,1402,1656
12/07/2008 10:00,2316,3254,3095,3317
12/07/2008 11:00,2982,5316,6556,5488
12/07/2008 12:00,3222,6803,9193,7024
12/07/2008 13:00,4077,8357,11062,8269
12/07/2008 14:00,4006,8774,11931,9283
12/07/2008 15:00,4505,9960,11469,9282
12/07/2008 16:00,5333,8852,10232,9908
12/07/2008 17:00,5218,7892,9394,9077
12/07/2008 18:00,4135,7057,6651,4720
12/07/2008 19:00,2316,3468,3372,2370
12/07/2008 20:00,2009,2037,2213,1218
12/07/2008 21:00,1799,1417,2135,883
12/07/2008 22:00,2020,208,2338,641
12/07/2008 23:00,1871,60,1831,628
13/07/2008 00:00,875,35,1644,295
13/07/2008 01:00,642,27,1277,260
13/07/2008 02:00,612,34,1164,175
13/07/2008 03:00,644,382,1993,249
13/07/2008 04:00,227,530,1175,158
13/07/2008 05:00,71,96,262,100
13/07/2008 06:00,115,112,235,116
13/07/2008 07:00,259,140,290,333
13/07/2008 08:00,288,360,385,340
13/07/2008 09:00,744,827,718,705
13/07/2008 10:00,1330,1754,1594,1553
13/07/2008 11:00,1930,3031,3781,2776
13/07/2008 12:00,2658,4911,6248,3967
13/07/2008 13:00,2686,5800,7947,5043
13/07/2008 14:00,3294,5638,8858,5755
13/07/2008 15:00,3777,7697,9113,7323
13/07/2008 16:00,4055,6550,8883,8721
13/07/2008 17:00,4437,5831,7692,8199
13/07/2008 18:00,2918,4279,5018,3613
13/07/2008 19:00,1943,2563,2828,1597
13/07/2008 20:00,1812,1957,1600,926
13/07/2008 21:00,1357,1218,1119,676
13/07/2008 22:00,1634,151,984,569
13/07/2008 23:00,972,5,712,307
14/07/2008 00:00,408,8,365,116
14/07/2008 01:00,415,16,282,97
14/07/2008 02:00,204,42,122,133
14/07/2008 03:00,216,130,89,72
14/07/2008 04:00,76,235,138,159
14/07/2008 05:00,108,162,232,271
14/07/2008 06:00,429,405,613,407
14/07/2008 07:00,1037,778,1136,689
14/07/2008 08:00,2356,1830,2686,1769
14/07/2008 09:00,2014,2502,2487,2091
14/07/2008 10:00,2362,3298,2711,2437
14/07/2008 11:00,3019,4774,3570,4146
14/07/2008 12:00,3437,5786,5904,5522
14/07/2008 13:00,4262,7765,10460,6975
14/07/2008 14:00,3659,7002,8208,6504
14/07/2008 15:00,3900,7501,7959,6582
14/07/2008 16:00,3919,7623,8442,6637
14/07/2008 17:00,4821,8310,8594,7139
14/07/2008 18:00,3413,5891,6375,4345
14/07/2008 19:00,2105,2801,2909,2052
14/07/2008 20:00,1524,1767,1899,1166
14/07/2008 21:00,1328,1225,1363,828
14/07/2008 22:00,1298,169,1453,481
14/07/2008 23:00,945,29,774,302
15/07/2008 00:00,450,12,403,147
15/07/2008 01:00,171,8,150,57
15/07/2008 02:00,173,41,111,72
15/07/2008 03:00,145,84,163,51
15/07/2008 04:00,37,89,155,191
15/07/2008 05:00,108,83,230,242
15/07/2008 06:00,426,267,672,494
15/07/2008 07:00,992,701,1287,766
15/07/2008 08:00,2088,1958,3061,1519
15/07/2008 09:00,1932,2134,2613,1831
15/07/2008 10:00,2192,3020,2664,2793
15/07/2008 11:00,2568,4850,4142,4456
15/07/2008 12:00,3409,5486,6823,5236
15/07/2008 13:00,5041,7301,9779,6059
15/07/2008 14:00,5352,6352,8600,5654
15/07/2008 15:00,5034,6530,8258,6148
15/07/2008 16:00,6280,7242,7127,8166
15/07/2008 17:00,7412,8052,8781,8995
15/07/2008 18:00,4972,6185,6097,5364
15/07/2008 19:00,2073,2646,3305,1978
15/07/2008 20:00,1684,1679,2063,1172
15/07/2008 21:00,1352,1031,1510,751
15/07/2008 22:00,1419,150,1576,411
15/07/2008 23:00,963,32,1030,317
16/07/2008 00:00,365,17,492,132
16/07/2008 01:00,346,5,151,75
16/07/2008 02:00,152,4,132,63
16/07/2008 03:00,154,64,142,81
16/07/2008 04:00,52,78,287,174
16/07/2008 05:00,90,93,296,269
16/07/2008 06:00,425,298,556,477
16/07/2008 07:00,942,707,1193,975
16/07/2008 08:00,2061,2018,2846,1791
16/07/2008 09:00,2064,1802,2374,2254
16/07/2008 10:00,2345,2890,2609,2591
16/07/2008 11:00,2678,4339,3809,4035
16/07/2008 12:00,3416,6341,6127,5069
16/07/2008 13:00,4878,8128,9314,6102
16/07/2008 14:00,3801,7879,8217,5870
16/07/2008 15:00,4019,8155,7831,6835
16/07/2008 16:00,3792,7917,6910,6569
16/07/2008 17:00,4425,8728,8815,6381
16/07/2008 18:00,3095,6723,7973,4827
16/07/2008 19:00,2046,2869,3523,2078
16/07/2008 20:00,1557,1821,2127,1350
16/07/2008 21:00,1179,1078,1495,670
16/07/2008 22:00,1425,121,1564,442
16/07/2008 23:00,968,37,941,280
17/07/2008 00:00,387,9,693,98
17/07/2008 01:00,154,5,263,50
17/07/2008 02:00,133,3,199,47
17/07/2008 03:00,205,66,232,78
17/07/2008 04:00,72,82,135,122
17/07/2008 05:00,110,109,225,262
17/07/2008 06:00,400,282,629,471
17/07/2008 07:00,1010,711,1216,820
17/07/2008 08:00,2145,2144,2508,1476
17/07/2008 09:00,1824,2205,2363,2179
17/07/2008 10:00,2061,2927,2534,3057
17/07/2008 11:00,2704,4807,3962,4424
17/07/2008 12:00,3309,5714,6507,5613
17/07/2008 13:00,4014,7753,10191,7048
17/07/2008 14:00,4029,7695,7888,6842
17/07/2008 15:00,3992,8003,6520,6965
17/07/2008 16:00,4397,8727,7372,7458
17/07/2008 17:00,4927,9126,8877,7786
17/07/2008 18:00,3706,7558,9070,6177
17/07/2008 19:00,2486,4834,6323,4092
17/07/2008 20:00,2322,2759,4148,2994
17/07/2008 21:00,1637,1155,2155,1212
17/07/2008 22:00,1571,152,1943,491
17/07/2008 23:00,1088,19,1275,282
18/07/2008 00:00,564,13,966,159
18/07/2008 01:00,290,4,307,89
18/07/2008 02:00,239,10,256,76
18/07/2008 03:00,261,116,232,155
18/07/2008 04:00,77,60,193,111
18/07/2008 05:00,110,95,244,246
18/07/2008 06:00,545,343,613,549
18/07/2008 07:00,1168,843,1454,777
18/07/2008 08:00,2641,2360,2927,1593
18/07/2008 09:00,2209,2430,2757,2176
18/07/2008 10:00,2299,2715,3101,2998
18/07/2008 11:00,2599,4511,4523,3476
18/07/2008 12:00,3279,5904,7494,5559
18/07/2008 13:00,4345,7649,11931,7060
18/07/2008 14:00,4220,7657,9033,7416
18/07/2008 15:00,4371,8182,8395,6896
18/07/2008 16:00,4734,8143,8813,7574
18/07/2008 17:00,4732,8582,10538,7097
18/07/2008 18:00,3087,6662,7634,5321
18/07/2008 19:00,2421,3749,3733,2475
18/07/2008 20:00,1994,2067,2298,1470
18/07/2008 21:00,1657,1325,1810,939
18/07/2008 22:00,1891,164,2053,656
18/07/2008 23:00,1634,82,1548,290
19/07/2008 00:00,853,25,1176,166
19/07/2008 01:00,553,25,817,122
19/07/2008 02:00,425,32,717,122
19/07/2008 03:00,395,177,999,172
19/07/2008 04:00,163,323,413,89
19/07/2008 05:00,79,82,172,149
19/07/2008 06:00,277,214,382,150
19/07/2008 07:00,476,355,525,365
19/07/2008 08:00,739,787,769,597
19/07/2008 09:00,1442,1606,1419,1288
19/07/2008 10:00,2132,4058,3111,2969
19/07/2008 11:00,2706,6178,6514,4264
19/07/2008 12:00,3836,7675,9009,4134
19/07/2008 13:00,4556,8469,11069,5756
19/07/2008 14:00,6235,7698,12151,5665
